Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0079,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"10,017",0,0,0,0,"5,081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,311"
16.2. Otro activo intangible ......................................................................................................................................................................,"47,364","2,298","27,882","3,279","10,090",337,"6,088",0,"8,636",0,379,0,120,0,0,208,0,"1,039",0,80,"2,924",41,325,931,"4,085",131,41,"4,908",4,0,"1,039","2,840","1,691",41,0,100,0,392,669,339,0,0,7,0,3,174,144,42,22,0,,683,0,0,163,0,901,39,992,182,"1,538",73,125,"1,345",0,0,57,0,0,51,"1,183",0,0,0,0,"1,36,025"
17. ACTIVOS FISCALES ..................................................................................................................................................................,"33,56,933","30,84,796","6,26,646","7,32,796","5,98,762","3,24,734","1,90,577",0,"3,54,744","22,110","68,901","1,01,789","1,02,013",87,"2,947","34,979","28,172","66,901",38,"41,681","5,555","29,578","1,590","19,987","26,902","63,031","28,276","20,474","1,51,333","2,842","1,742","11,016","2,689","27,881","33,632","1,203","4,081",808,"3,369","4,785","15,317","2,972",0,780,"2,192","4,361","3,708","3,764",15,"1,590",,"1,286","4,039",562,"6,528",51,245,111,459,"14,731",131,"1,215","2,926",130,27,0,"4,751","2,620",12,173,"1,890",0,124,103,0,"1,02,57,193"
17.1. Corrientes ..................................................................................................................................................................,"21,198","17,193","2,308","14,069","45,616","1,18,074","14,948",0,"8,136",10,"5,184","9,642","19,388",0,168,"8,229","6,814","2,998",1,"5,584",38,"3,468",823,938,331,"3,779","12,238","2,252",417,0,"1,739","6,863","2,007",721,320,"1,189",102,723,"1,151",225,"2,057",903,0,60,837,0,1,142,15,777,,82,769,534,0,33,206,111,459,0,131,0,785,63,3,0,33,212,0,173,809,0,0,5,0,"3,48,084"
17.2. Diferidos ..................................................................................................................................................................,"33,35,735","30,67,603","6,24,338","7,18,727","5,53,146","2,06,660","1,75,629",0,"3,46,608","22,100","63,717","92,147","82,625",87,"2,779","26,750","21,358","63,903",37,"36,097","5,517","26,110",767,"19,048","26,571","59,252","16,038","18,222","1,50,916","2,842",3,"4,153",682,"27,160","33,312",14,"3,979",85,"2,218","4,560","13,260","2,069",0,720,"1,355","4,361","3,707","3,622",0,813,,"1,204","3,270",28,"6,528",18,39,0,0,"14,731",0,"1,215","2,140",67,24,0,"4,718","2,408",12,0,"1,081",0,124,98,0,"99,09,107"
18. PERIODIFICACIONES ..................................................................................................................................................................,"3,66,832","3,15,801","6,18,189","49,256","30,589","18,143","20,008",28,"5,886",32,"12,544","34,725","6,246",88,"8,859","2,579","3,547","5,303","2,825","3,549","29,938","2,669","1,401","2,162","1,774","4,608","1,756","2,453","26,516","8,616","2,724","25,429","1,376","1,433",768,"3,007","1,290","2,694","1,686",586,23,697,116,109,118,364,335,150,"2,329",0,,"3,560",48,0,137,"5,933",23,13,"4,403",496,"1,782",17,617,"1,081",116,4,98,28,0,40,"38,834",0,0,0,0,"16,89,386"
19. OTROS ACTIVOS ..................................................................................................................................................................,"7,25,638","7,09,481","77,501","44,931","27,464","5,139","20,797",0,"28,475",243,"31,056","1,625","4,216",0,"14,805",261,"9,511","2,883","2,089","2,304","17,484","1,055","46,463","50,326","1,858",51,"2,693",0,10,0,"5,330","8,252",332,796,906,0,31,"1,948",728,3,58,0,0,7,136,0,2,577,709,5,,0,5,2,"6,388",0,"1,404",1,682,965,2,7,0,0,0,0,107,0,1,337,83,0,2,0,0,"18,58,165"
TOTAL ACTIVO ,"23,42,91,363","21,85,30,643","7,53,51,953","4,45,63,690","4,90,36,190","3,39,56,388","1,58,61,663","1,22,28,449","1,82,17,324","1,19,53,746","98,51,688","1,19,87,909","80,07,801","57,58,368","80,26,594","1,27,59,790","64,17,542","52,94,992","31,38,394","36,19,166","37,02,670","30,14,393","62,96,198","24,80,589","22,20,849","38,72,144","26,65,601","20,78,796","58,14,364","13,17,858","11,26,641","30,79,334","19,44,245","15,18,237","11,63,065","10,06,525","9,53,873","6,95,929","11,23,894","5,57,583","20,41,771","4,91,918","4,56,371","4,89,950","2,80,835","6,43,741","10,13,161","7,01,616","2,68,440","19,42,687",,"2,50,656","5,16,339","1,88,104","20,15,573","5,99,806","2,08,381","1,50,270","2,20,584","25,69,391","1,16,899","7,55,936","2,64,431","55,939","77,024","41,530","8,04,040","1,19,207","32,467","53,024","1,17,356","19,589","16,403","12,094","9,099","85,30,31,073"
PASIVO Y PATRIMONIO NETO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , ,
PASIVO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , ,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,38,65,058","87,22,243","17,43,860","71,277","6,07,618","18,55,645","22,649","2,55,237","1,601","48,021","2,878","2,54,745","14,152","1,20,322",0,"2,951","11,453",569,0,"14,301","23,766","13,001","3,28,580",12,"1,235","10,349","4,375",0,0,0,0,"3,099","1,546",788,502,0,0,"6,330",0,"1,266",0,0,0,0,9,0,0,1,0,"17,27,503",,18,"3,284",0,0,"1,11,493",964,"1,05,405",0,0,0,0,0,0,0,0,0,0,0,"16,355",0,0,0,0,0,"2,99,74,461"
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,19,530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,27,419",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,865",0,0,0,0,0,"19,53,814"
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,,0,0,0,0,0,0,"1,05,405",0,0,0,0,0,0,0,0,0,0,0,"9,490",0,0,0,0,0,"1,14,979"
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5. Derivados de negociación ......................................................................................................................................................................,"1,15,61,972","53,47,235","15,98,461","71,277","5,20,465","2,16,474","22,649","2,55,237","1,601","48,021","2,878","2,54,745","14,152","1,20,322",0,"2,951","11,453",569,0,"14,301","23,766","13,001","1,09,050",12,"1,235","10,349","4,375",0,0,0,0,"3,099","1,546",788,502,0,0,236,0,0,0,0,0,0,9,0,0,1,0,0,,18,79,0,0,"1,11,493",964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,03,45,286"
1.6. Posiciones cortas de valores ..........................................................................................................,"23,03,086","33,75,008","1,45,399",0,"87,153","16,39,171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,094",0,"1,266",0,0,0,0,0,0,0,0,0,0,,0,"3,205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,60,382"
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"20,02,49,455","17,02,67,003","6,70,30,458","4,05,17,050","4,52,54,560","3,04,78,339","1,47,07,283","1,18,74,446","1,70,93,370","1,11,14,262","90,70,294","1,08,84,801","70,39,154","55,69,508","76,83,868","98,50,418","57,84,820","46,41,065","30,81,652","31,34,795","34,61,971","26,23,522","57,75,921","22,42,680","20,55,340","35,17,329","24,42,106","19,64,030","50,73,949","12,58,256","10,75,290","27,36,286","18,74,702","13,15,440","10,29,924","8,82,962","9,07,991","6,21,662","10,23,299","4,92,169","18,53,712","4,34,173","4,04,792","68,755","2,57,739","6,07,760","9,72,009","6,58,708","2,29,139",838,,"1,80,477","4,14,518",54,"17,77,494","4,43,964","1,58,240",19,"1,98,451","24,19,884","90,121","6,84,236","2,33,455","33,706","3,580","17,313","7,68,197","98,008",0,"12,982","32,511",7,4,666,19,"73,07,56,961"
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,21,07,223","40,94,434",0,"3,00,103","14,94,455","3,00,113",0,0,"5,22,001","10,03,942","95,033",0,0,0,0,0,0,"2,70,093",0,0,0,0,0,0,0,0,0,0,"18,75,500",0,0,0,0,0,0,0,0,"14,005",0,0,0,0,0,0,0,0,0,0,0,0,,0,"7,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,20,83,903"
4.2. Depósitos de entidades de crédito ..........................................................................................................,"4,24,25,737","3,06,26,274","2,01,03,808","39,55,594","96,68,893","66,43,695","9,40,232",0,"51,54,431","16,54,034","15,95,886","44,97,601","14,60,374","76,089","21,03,247","58,33,138","12,24,393","52,752",461,"6,60,769","6,79,680","7,59,093","39,58,866","4,59,726","2,28,238","20,58,380","10,58,346","6,67,845","17,81,962","6,399","44,544","17,34,571","5,24,759","3,46,503","1,22,441",0,"53,345","1,21,142","5,13,130","4,902","15,38,723","1,189","10,902","57,666",330,"3,56,186","7,84,403","4,65,820","33,089",0,,"23,140","1,92,677",0,"16,95,801","2,84,903","31,747",0,"34,292","23,98,304",57,"6,84,080","72,677","1,439",258,0,"7,59,882","90,834",0,0,348,0,0,630,0,"16,33,20,657"
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"4,23,057",0,"1,67,497",0,"10,934","1,07,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,18,609"
4.4. Depósitos de la clientela ......................................................................................................................................................................,"9,81,48,511","9,49,20,941","3,32,72,979","2,66,98,399","2,83,90,447","1,71,58,649","97,67,644",0,"1,07,13,753","18,55,646","68,52,303","58,90,929","43,03,623",0,"30,75,863","1,99,373","38,00,593","37,68,699","30,50,373","24,26,557","27,44,688","17,51,107","17,51,272","17,47,974","17,55,411","13,65,807","12,81,609","11,98,502","36,593","12,42,973","9,99,344","9,58,927","11,62,283","9,53,187","9,05,972","8,48,244","8,52,108","4,83,798","4,99,004","4,65,867","3,14,430","3,87,263","3,93,444","10,763","2,46,926","2,50,545","1,57,077","1,90,664","1,94,573",0,,"1,50,433","2,14,151",54,0,"1,53,953","1,24,491",0,"94,903","4,702","87,138",0,"1,58,588","30,562","3,146","17,225","3,117","6,102",0,0,0,0,0,0,0,"38,04,94,202"
4.5. Débitos representados por valores negociables ..........................................................................................................,"3,08,00,029","2,10,26,316","93,17,216","72,96,927","34,51,187","50,64,784","32,96,083","1,08,52,874","61,799","65,71,978","1,20,218","85,412","11,84,975","54,93,419","24,45,009","36,42,994","3,70,960","4,74,831",0,"17,229",0,"87,424",0,0,0,0,"52,288",0,"13,04,518",0,0,0,0,"2,952",0,0,0,0,0,0,0,"43,578",0,0,"2,796",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,30,67,796"
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,16,24,809","1,44,87,640","21,99,125","13,14,523","15,08,597","7,23,080","5,89,854","10,21,014","4,88,541",0,"2,20,897","1,55,116",0,0,0,"1,53,611","2,62,837",0,"14,077",0,0,0,"22,683","19,741","36,229","72,843",0,"80,000","40,679",0,0,"27,334",0,0,0,"33,000",0,0,0,0,0,0,0,0,"4,023",0,"30,063",0,0,0,,0,0,0,0,0,0,0,0,"6,046",0,0,0,0,0,0,"3,043",0,0,0,0,0,0,0,0,"3,51,39,405"
4.7. Otros pasivos financieros ......................................................................................................................................................................,"47,20,089","51,11,398","19,69,833","9,51,504","7,30,047","4,81,018","1,13,470",558,"1,52,845","28,662","1,85,957","2,55,744","90,182",0,"59,749","21,302","1,26,037","74,690","16,742","30,240","37,604","25,898","32,979","15,238","35,462","20,299","49,863","17,683","34,697","8,884","31,402","15,454","1,87,660","12,798","1,511","1,718","2,538","2,717","11,165","21,400",559,"2,143",446,326,"3,664","1,029",466,"2,224","1,477",838,,"6,904",689,0,"81,693","5,108","2,002",19,"69,256","10,832","2,926",155,"2,190","1,705",176,88,"2,155","1,072",0,"12,982","32,163",7,4,36,19,"1,59,32,390"
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. DERIVADOS DE COBERTURA ..........................................................................................................,"11,44,127","5,87,719",0,"12,840","2,32,348","33,504","3,561",0,"13,491","4,10,413",0,"63,003","25,352",0,"64,178","19,486","1,28,884","6,724","1,869",664,0,"1,265",0,314,0,"6,486",992,0,"3,98,584",0,0,0,0,716,"1,087",0,603,0,0,0,106,0,0,0,0,0,0,106,"12,331",0,,0,0,0,0,0,0,0,0,"4,137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,74,890"
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,"4,766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,766"
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,"2,617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,617"
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,"2,149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,149"
14. PROVISIONES .............................................................................................................................................................................,"61,27,021","81,30,630","27,17,343","5,79,098","3,00,247","1,31,840","1,74,461",0,"1,14,826","32,393","31,695","54,849","62,382",112,"19,018","74,331","73,771","60,116","2,837","29,370","25,103","19,248",330,"28,342","1,700","70,690","23,563","16,400","1,296","1,074",194,"55,229",346,"26,490",155,57,72,"1,027","2,301","1,941","2,405",162,10,418,206,623,30,8,178,"1,859",,"4,529","1,730",249,"2,970",808,220,17,0,"8,895",125,"4,746",819,124,"27,568",0,311,"11,003",102,26,0,33,"1,136",0,0,"1,90,63,208"
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"48,01,549","73,96,500","23,96,015","3,02,653","1,94,479",0,"1,20,966",0,"91,252","30,738","9,177","21,011","27,198",112,"2,812","69,710","34,615","2,027",212,"17,651","9,409","11,925",0,"19,793",0,"59,456","13,359","10,092",0,55,0,"50,689",97,"17,536",8,0,0,0,0,910,0,0,0,15,0,502,0,0,0,0,,0,944,70,0,0,0,0,0,"5,723",0,"4,734",0,0,188,0,0,0,16,0,0,0,327,0,0,"1,57,24,525"
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","19,430",0,"16,077",0,0,0,0,"14,265","3,328",0,0,0,0,0,0,"1,974",0,247,0,"4,801",0,0,0,0,0,0,0,0,0,105,0,57,0,445,0,0,70,0,0,0,0,0,0,7,0,0,,0,0,0,"1,108",0,0,0,0,0,0,0,0,0,0,0,0,"2,591",0,0,0,0,0,0,0,"67,335"
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"3,30,500","2,53,754","3,760","80,316","80,787",130,"16,411",0,"5,868",120,"22,518","14,706","15,254",0,875,813,"8,860","6,478",5,"5,478","1,262","6,551",330,"1,820","1,700","5,575","5,854",735,"1,268",0,0,0,147,"1,007",0,0,72,531,"1,762",100,"2,335",162,10,16,206,121,30,1,178,0,,"1,099",278,156,43,235,114,0,0,425,125,0,0,124,113,0,0,"2,994",0,26,0,1,467,0,0,"8,84,606"
14.4. Otras provisiones ......................................................................................................................................................................,"9,94,972","4,80,376","3,17,568","1,93,299","5,551","1,31,710","21,007",0,"17,706","1,535",0,"4,867","16,602",0,"15,331","3,808","30,296","51,611","2,621","4,267","14,433",525,0,"1,928",0,"5,659","4,350","5,573",28,"1,019",194,"4,540",102,"7,842",147,0,0,51,539,931,0,0,0,387,0,0,0,0,0,"1,859",,"3,430",508,23,"1,819",572,106,17,0,"2,747",0,12,819,0,"27,267",0,311,"5,418",86,0,0,32,342,0,0,"23,86,743"
15. PASIVOS FISCALES ..................................................................................................................................................................,"8,94,697","1,82,729","46,669","1,11,894","2,06,141","1,40,217","53,562",0,"46,722","6,378","36,330","15,130","15,934",116,0,"2,547","41,940","24,436",0,"6,227",404,"4,550","1,785",503,"4,149","16,103","1,337","3,421","1,52,003","8,621","1,903","1,368",896,285,734,"2,917","3,518",681,"2,331",545,"1,831","5,243",0,"7,912",686,"2,411",0,"1,446",0,0,,553,"7,460","1,060","18,593",0,"6,965","4,588",0,"4,821",7,0,"1,653",0,250,0,384,0,74,0,0,0,39,0,0,"21,05,699"
15.1. Corrientes ...........................................................................................................................................................................,"1,22,813",0,0,"52,159","43,164","12,226","9,960",0,0,0,0,0,"13,038",116,0,0,"14,671",0,0,"5,825",0,"4,058",983,0,0,0,0,"3,421","1,252","8,574","1,712","1,368",432,0,0,0,337,429,"1,469",9,"1,831",280,0,"4,260",0,0,0,"1,446",0,0,,0,"1,493",0,"11,304",0,0,0,0,0,0,0,0,0,250,0,384,0,74,0,0,0,35,0,0,"3,19,373"
15.2. Diferidos ............................................................................................................................................................................,"7,71,884","1,82,729","46,669","59,735","1,62,977","1,27,991","43,602",0,"46,722","6,378","36,330","15,130","2,896",0,0,"2,547","27,269","24,436",0,402,404,492,802,503,"4,149","16,103","1,337",0,"1,50,751",47,191,0,464,285,734,"2,917","3,181",252,862,536,0,"4,963",0,"3,652",686,"2,411",0,0,0,0,,553,"5,967","1,060","7,288",0,"6,965","4,588",0,"4,821",7,0,"1,653",0,0,0,0,0,0,0,0,0,4,0,0,"17,86,325"
16. PERIODIFICACIONES ..................................................................................................................................................................,"6,00,231","6,98,779","7,93,047","1,61,628","1,42,613","33,743","25,165",684,"1,05,557","14,330","66,651","57,694","27,376",50,"55,181","12,337","26,620","22,122","5,807","10,683","33,113","10,986","4,854","4,708","4,630","14,831","11,663","14,115","93,560","4,734","3,311","48,147","1,823","6,766","8,588","47,811",942,"4,348",0,325,"1,723",539,208,916,318,"1,034","1,397","1,017","1,734",51,,"5,248","2,031",50,"11,734","3,898",673,200,63,"10,310","1,351",60,970,451,108,42,"1,455","1,146",35,355,"34,802",41,15,0,10,"32,63,538"
17. OTROS PASIVOS ........................................................................................................................................................................,"1,19,272","11,21,683","92,032","1,19,116","2,80,582","91,379","12,076",94,"18,896","8,005","19,196","6,505","38,686",89,"26,620","22,033","6,340","13,231","8,208","16,340","7,878","13,132","15,173","48,519","3,012",651,"9,250","2,101","3,739","7,831",503,"7,272",803,"9,363","1,819","12,491","1,012",-714,"4,080",271,"9,598",555,361,725,764,419,"3,031","2,783","4,251",410,,"1,071","2,030",295,"2,292",-161,"-1,506",-60,"-1,599","3,388",506,367,311,52,391,68,435,124,67,494,"20,757",65,27,38,1,"22,20,919"
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2. Resto ................................................................................................................................................................................,"1,19,272","11,21,683","92,032","1,19,116","2,80,582","91,379","12,076",94,"18,896","8,005","19,196","6,505","38,686",89,"26,620","22,033","6,340","13,231","8,208","16,340","7,878","13,132","15,173","48,519","3,012",651,"9,250","2,101","3,739","7,831",503,"7,272",803,"9,363","1,819","12,491","1,012",-714,"4,080",271,"9,598",555,361,725,764,419,"3,031","2,783","4,251",410,,"1,071","2,030",295,"2,292",-161,"-1,506",-60,"-1,599","3,388",506,367,311,52,391,68,435,124,67,494,"20,757",65,27,38,1,"22,20,919"
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL PASIVO,"22,29,99,861","18,97,10,786","7,24,23,409","4,15,77,669","4,70,24,109","3,27,64,667","1,49,98,757","1,21,30,461","1,73,94,463","1,16,33,802","92,27,044","1,13,36,727","72,23,036","56,90,197","78,48,865","99,84,103","60,73,828","47,68,263","31,00,373","32,12,380","35,52,237","26,85,704","61,26,643","23,25,079","20,70,066","36,36,439","24,93,286","20,00,067","57,23,131","12,80,516","10,81,201","28,51,401","18,80,116","13,59,848","10,42,809","9,46,237","9,14,138","6,33,334","10,32,011","4,96,517","18,69,375","4,40,671","4,05,370","78,726","2,59,722","6,12,247","9,76,467","6,64,069","2,47,633","17,30,661",,"1,91,896","4,31,053","1,708","18,13,082","5,60,001","1,65,556","1,10,169","1,96,915","24,51,435","92,110","6,89,409","2,37,208","34,333","31,897","17,423","7,70,782","1,10,281",278,"30,212","88,070",146,"1,221",704,30,"79,05,64,440"
PATRIMONIO NETO , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , ,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"10,45,551","1,04,445","55,433","52,001","2,394","52,629",532,0,-44,"11,845","26,572","24,086",285,0,369,"-2,489","31,688","1,916","4,757",104,135,147,"1,406","1,285",0,"6,625",358,0,"5,935",0,355,0,844,81,816,0,-36,311,"1,761",-11,59,"3,520",0,"6,782",285,0,35,59,-35,0,,675,"9,635","1,965",0,0,"12,696","16,873",0,-672,14,0,24,36,0,0,0,0,0,0,0,0,0,"1,089",0,"14,85,126"
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"10,37,184","1,04,445","19,331","52,132","2,374","52,589",532,0,-44,"11,845","26,572","2,638",240,0,369,0,"31,421","1,885",0,108,135,142,"1,406","1,285",0,"9,789",358,0,"5,935",0,355,0,844,81,816,0,-37,311,"1,761",-11,59,"3,520",0,"6,782",285,0,35,59,0,0,,675,"9,635","1,965",0,0,"12,696","16,873",0,0,14,0,24,36,0,0,0,0,0,0,0,0,0,"1,089",0,"14,20,538"
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
