Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0079,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"10,017",0,0,0,0,"4,908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,138"
16.2. Otro activo intangible ......................................................................................................................................................................,"43,890",725,"35,530","5,224","9,346",336,"6,033",0,"7,978",0,406,0,130,0,0,806,0,"1,028",0,87,"9,094",44,400,"1,037","4,209",105,44,"4,758",4,0,868,"3,026","1,649",45,0,52,0,272,582,236,0,0,4,0,3,149,114,45,15,0,,575,0,0,143,0,754,35,"2,804",0,"1,419",64,96,"1,301",0,0,44,0,0,44,"1,109",0,0,0,0,"1,46,662"
17. ACTIVOS FISCALES ..................................................................................................................................................................,"33,74,893","30,89,239","6,11,223","7,57,694","6,22,542","3,45,824","1,65,228",0,"3,42,162","27,338","71,728","1,02,233","1,14,098",148,"2,989","44,160","28,922","67,348",41,"44,182","5,559","34,101","2,732","19,950","27,396","62,928","26,671","21,211","1,52,119","6,558","1,897","15,365","3,240","30,618","33,634","1,469","4,236",404,"3,974","4,644","17,315","3,349",213,810,"2,465","4,650","3,708","4,222",26,"1,590",,"1,298","3,929",624,"10,462",39,313,140,981,"16,506",132,"1,791","2,853",180,292,47,"4,744","2,654",56,221,"2,520",0,149,124,0,"1,03,59,101"
17.1. Corrientes ..................................................................................................................................................................,"48,477","31,611","4,103","38,979","69,256","1,42,712","17,667",0,"8,781","5,238","8,011","10,092","29,112",61,210,"8,188","7,564","3,445",4,"8,389",42,"7,302","1,965",902,825,"3,583","10,584","2,989","1,203","3,716","1,894","8,653","2,558","2,998",320,"1,429",249,369,"1,703",228,"4,046","1,280",213,90,"1,037",0,1,104,26,777,,94,789,591,"3,934",31,273,140,981,"1,570",132,576,869,113,268,47,26,247,44,221,"1,439",0,25,26,0,"5,15,422"
17.2. Diferidos ..................................................................................................................................................................,"33,26,416","30,57,628","6,07,120","7,18,715","5,53,286","2,03,112","1,47,561",0,"3,33,381","22,100","63,717","92,141","84,986",87,"2,779","35,972","21,358","63,903",37,"35,793","5,517","26,799",767,"19,048","26,571","59,345","16,087","18,222","1,50,916","2,842",3,"6,712",682,"27,620","33,314",40,"3,987",35,"2,271","4,416","13,269","2,069",0,720,"1,428","4,650","3,707","4,118",0,813,,"1,204","3,140",33,"6,528",9,39,0,0,"14,936",0,"1,215","1,985",67,24,0,"4,718","2,407",12,0,"1,081",0,124,98,0,"98,43,680"
18. PERIODIFICACIONES ..................................................................................................................................................................,"4,05,704","5,84,152","6,43,040","56,053","27,770","21,269","22,702",16,"19,424",23,"8,311","30,869","6,007",97,"9,409","58,644","4,467","6,385","2,136","3,238","20,478","2,554","1,292","2,153","3,591","6,301","1,610","2,376","28,601","9,145","2,691","21,126","1,514","1,351",693,624,"2,159","2,757","1,859",813,20,963,81,152,83,442,346,173,"3,731",0,,"3,862",61,0,215,"6,043",104,11,"6,928",762,"2,003",48,"2,396","1,506",154,3,134,771,0,41,"19,882",0,0,0,3,"20,74,322"
19. OTROS ACTIVOS ..................................................................................................................................................................,"8,52,129","9,16,346","76,581","19,050","2,22,504","9,484","21,065",0,"2,871",260,"24,583","1,232","9,068",2,"17,236","1,721","14,018","1,841","1,826","6,143","1,55,540","3,192","41,740","8,766","1,310",54,"2,319",81,30,0,855,"8,575",291,"2,112",590,0,71,585,734,25,"2,189",0,0,7,251,0,1,322,"1,131",5,,0,1,0,"3,381",0,"1,902",0,0,"1,623",1,4,0,0,0,0,72,0,3,223,30,0,0,0,0,"24,35,976"
TOTAL ACTIVO ,"25,33,64,865","22,13,25,948","8,07,90,889","4,50,56,809","5,16,40,701","3,60,66,899","1,75,26,617","1,03,93,856","1,85,89,324","1,26,60,902","1,02,75,683","1,24,78,152","84,56,625","58,23,362","78,77,911","1,35,87,423","66,30,265","58,71,556","32,96,009","37,86,953","38,02,101","32,28,268","65,30,233","24,81,362","23,76,488","37,90,529","28,78,942","26,40,932","63,38,445","9,86,615","10,70,837","30,76,444","22,04,820","15,95,821","11,69,796","13,51,061","9,77,595","6,69,305","11,76,185","5,81,085","20,95,125","5,09,792","3,82,970","4,79,889","2,96,422","6,85,721","10,98,540","7,58,768","2,83,466","19,15,601",,"2,37,213","5,07,869","1,88,097","21,13,949","5,28,908","2,72,616","1,68,032","4,39,606","28,07,090","1,50,615","8,06,219","2,86,217","65,044","73,809","41,829","8,34,310","1,17,384","32,624","59,150","2,52,350","19,647","16,459","12,230","9,097","89,29,74,271"
PASIVO Y PATRIMONIO NETO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , ,
PASIVO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , ,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,51,83,260","1,06,42,664","17,71,993","76,255","5,99,987","22,52,965","12,597","1,96,787","1,824","35,743","2,860","2,72,063","20,131","2,37,560",0,"2,450","22,433",118,0,"2,544","19,154","5,875","3,40,357",51,"1,283","90,879",949,0,0,0,0,"3,230","1,451","1,028",21,0,0,563,0,"2,438",0,0,0,0,11,0,0,1,0,"16,99,910",,90,"3,422",0,0,"9,584",831,"1,24,136",0,0,0,0,0,0,0,0,0,0,0,"17,461",0,0,0,0,0,"3,36,56,959"
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,15,945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,99,859",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,284",0,0,0,0,0,"19,25,088"
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,0,0,0,0,0,0,"1,24,136",0,0,0,0,0,0,0,0,0,0,0,"8,177",0,0,0,0,0,"1,32,364"
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5. Derivados de negociación ......................................................................................................................................................................,"1,27,83,479","61,80,056","16,54,349","76,255","5,10,675","2,07,432","12,597","1,96,787","1,824","35,743","2,860","2,72,063","20,131","2,37,560",0,"2,450","22,433",118,0,"2,544","19,154","5,875","1,24,412",51,"1,283","11,977",949,0,0,0,0,"3,230","1,451","1,028",21,0,0,563,0,0,0,0,0,0,11,0,0,1,0,0,,90,94,0,0,"9,584",831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,23,99,961"
1.6. Posiciones cortas de valores ..........................................................................................................,"23,99,781","44,62,608","1,17,644",0,"89,312","20,45,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,902",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,438",0,0,0,0,0,0,0,0,0,0,,0,"3,328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,99,546"
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,0,"10,09,363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,09,363"
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,"10,09,363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,09,363"
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"21,59,00,713","17,09,49,951","7,19,35,233","4,11,60,885","4,70,72,127","3,20,58,623","1,53,82,502","1,00,97,841","1,74,81,851","1,18,32,735","94,67,569","1,12,90,285","74,69,619","55,17,169","75,90,354","1,05,38,033","60,17,083","52,05,472","32,34,588","33,02,892","35,66,924","28,39,173","60,08,385","22,85,575","22,09,860","33,58,251","26,52,081","25,32,162","55,89,843","9,08,990","10,18,113","27,34,599","21,33,614","13,90,869","10,33,594","10,24,457","9,29,821","5,99,880","10,75,224","5,14,497","19,03,017","4,50,536","3,30,686","54,894","2,73,034","6,47,115","10,57,170","7,11,343","2,39,950",790,,"1,68,146","4,03,709",54,"18,60,498","4,75,072","2,25,000",17,"3,22,497","26,44,897","1,22,718","7,32,700","2,53,887","42,469","2,956","17,455","7,97,107","98,151",0,"17,845","2,00,858",7,4,666,19,"76,19,66,704"
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,65,39,415","40,76,621","4,90,299","2,58,239","8,68,207","3,70,177",0,0,"4,84,894","15,03,672","62,025",0,0,0,0,0,0,"4,20,168",0,0,0,0,0,0,0,0,0,0,"23,00,773",0,0,0,0,0,0,0,0,"16,006",0,0,0,0,0,0,0,0,0,0,0,0,,0,"10,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,74,00,501"
4.2. Depósitos de entidades de crédito ..........................................................................................................,"4,47,13,217","3,40,96,900","1,87,42,449","43,55,359","1,05,75,445","70,12,855","10,69,936",0,"59,91,789","15,32,293","14,25,342","49,48,931","16,85,123","84,298","21,67,768","65,14,373","11,90,673","89,817","1,526","7,66,929","10,68,373","9,08,612","42,97,700","5,02,835","3,89,806","19,64,115","12,36,126","11,97,027","18,02,145","4,344","5,538","17,00,981","9,05,527","3,82,428","1,23,173",0,"94,020","1,28,320","5,15,717","3,561","15,83,158","1,007","11,038","43,843",138,"3,87,337","8,48,982","4,97,622","33,588",0,,"19,029","1,82,008",0,"17,72,210","2,91,082","50,626",0,"81,281","26,25,425",244,"7,31,613","82,935","1,563",507,0,"7,87,524","93,237",0,0,"4,897",0,0,630,0,"17,43,26,895"
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"46,019","1,15,366",0,0,"10,989","3,06,998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,89,493"
4.4. Depósitos de la clientela ......................................................................................................................................................................,"10,72,66,801","9,02,72,641","3,92,24,283","2,71,48,826","3,02,39,933","1,80,28,678","1,03,40,550",0,"1,03,32,348","19,08,327","74,87,160","58,55,402","44,70,638",0,"29,24,617","4,30,596","40,71,531","41,33,081","32,06,708","24,71,267","24,54,376","18,00,790","16,44,311","17,48,460","17,60,068","12,97,874","12,99,322","12,35,681","38,246","8,99,333","9,90,176","9,92,218","10,28,695","9,88,069","9,09,024","8,90,820","8,33,953","4,52,939","5,33,578","4,91,830","3,19,208","3,96,698","3,19,241","10,681","2,62,194","2,58,205","1,77,516","2,11,100","2,05,242",0,,"1,45,256","2,11,183",54,0,"1,69,334","1,62,796",0,"77,897","2,511","1,18,069",0,"1,61,924","40,130","2,344","17,373","4,624","4,356",0,0,0,0,0,0,0,"39,53,81,086"
4.5. Débitos representados por valores negociables ..........................................................................................................,"3,14,37,471","2,16,94,316","92,86,704","71,22,153","34,17,230","50,03,623","33,84,026","90,91,058","10,369","68,48,052","1,20,225","1,46,315","12,12,091","54,32,871","24,60,787","34,05,851","3,53,118","4,96,476",0,"19,557",0,"96,596",0,0,0,0,"59,153",0,"14,05,066",0,0,0,0,"2,803",0,0,0,0,"12,598",0,0,"47,923",0,0,"2,326",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,25,68,758"
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,19,83,155","1,48,23,901","21,89,884","13,23,059","13,74,136","7,32,314","4,69,932","10,06,092","4,89,412",0,"2,20,948","1,56,649",0,0,0,"1,54,563","2,63,618",0,"14,189",0,0,0,"22,688","19,760","36,263","72,845",0,"80,000","40,685",0,0,"27,334",0,0,0,"1,33,000",0,0,0,0,0,0,0,0,"4,046",0,"30,071",0,0,0,,0,0,0,0,0,0,0,0,"6,047",0,0,0,0,0,0,"3,022",0,0,0,0,0,0,0,0,"3,56,77,613"
4.7. Otros pasivos financieros ......................................................................................................................................................................,"39,14,635","58,70,206","20,01,614","9,53,249","5,86,187","6,03,978","1,18,058",691,"1,73,039","40,391","1,51,869","1,82,988","1,01,767",0,"37,182","32,650","1,38,143","65,930","12,165","45,139","44,175","33,175","33,565","14,520","23,723","23,417","57,480","19,454","2,928","5,313","22,399","14,066","1,99,392","17,569","1,397",637,"1,848","2,615","13,331","19,106",651,"4,908",407,370,"4,330","1,573",601,"2,621","1,120",790,,"3,861",513,0,"88,288","14,657","11,578",17,"1,63,319","10,914","4,405","1,088","9,028",776,105,82,"1,937",558,0,"17,845","1,95,960",7,4,36,19,"1,61,22,359"
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. DERIVADOS DE COBERTURA ..........................................................................................................,"13,62,106","41,352",0,"10,955","1,41,823","79,006","14,037",0,"21,339","4,66,858",0,"67,628","15,069",0,"1,179","29,024","97,034","7,299","2,469",91,0,920,0,125,0,"7,521",483,0,"3,98,584",0,0,0,0,313,"1,483",0,"1,610",0,0,0,87,0,0,0,0,0,0,87,"14,342",0,,0,0,0,0,0,0,0,0,"7,827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,90,651"
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14. PROVISIONES .............................................................................................................................................................................,"62,50,951","81,09,811","27,15,563","3,95,520","3,16,691","1,31,504","1,75,713",0,"45,445","32,337","32,265","57,204","63,918",112,"18,603","72,555","71,961","60,203","2,841","30,465","22,119","19,032",217,"28,976","1,781","82,629","25,501","13,600","1,346","1,074",194,"54,969",394,"27,460",160,87,224,"1,077","2,363","2,278","3,119",166,11,358,226,680,20,13,189,"2,448",,"2,076","1,766",249,"3,034",857,220,45,0,"8,893",174,"4,697",823,126,"23,481",0,275,"8,932",103,38,0,32,"1,137",0,0,"1,89,33,331"
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"48,85,406","73,36,747","23,73,024","2,72,636","1,94,641",0,"1,19,625",0,"22,348","30,676","9,172","23,550","28,543",112,"2,817","68,582","32,751","1,997",217,"18,106","6,568","11,690",0,"19,793",0,"57,277","14,053","12,015",0,55,0,"50,429",140,"18,353",8,0,0,0,0,943,0,0,0,15,0,507,0,1,0,0,,0,970,70,0,0,0,0,0,"5,781",0,"4,697",0,0,190,0,0,0,16,0,0,0,327,0,0,"1,56,24,848"
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","19,908","1,16,149","16,077",0,0,0,0,"14,265","3,406",0,0,0,0,0,0,"1,997",0,257,0,"5,160",0,0,0,0,0,0,0,0,0,105,0,57,0,445,0,0,70,0,0,0,0,0,0,11,0,0,,0,0,0,"1,087",0,0,0,0,0,0,0,0,0,0,0,0,"2,587",0,19,0,0,0,0,0,"1,84,430"
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"3,54,743","2,65,397","3,782","29,871","89,398",123,"18,554",0,"5,799",126,"23,093","14,519","15,367",0,455,832,"9,215","6,708",4,"6,095","1,118","6,685",217,"2,157","1,781","5,402","7,098",697,"1,318",0,0,0,144,"1,160",0,0,224,561,"1,824",100,"3,049",166,11,10,226,173,20,1,189,589,,"1,083",288,156,44,258,114,28,0,425,174,0,0,126,33,0,0,"1,771",1,19,0,0,468,0,0,"8,83,989"
14.4. Otras provisiones ......................................................................................................................................................................,"10,10,802","5,07,667","3,38,757","90,183","12,744","15,232","21,457",0,"17,298","1,535",0,"4,871","16,602",0,"15,331","3,141","29,995","51,498","2,621","4,267","14,433",400,0,"1,865",0,"19,950","4,350",888,28,"1,019",194,"4,540",110,"7,842",152,30,0,71,539,"1,235",0,0,0,333,0,0,0,0,0,"1,859",,993,508,23,"1,902",599,106,17,0,"2,687",0,0,823,0,"23,258",0,275,"4,574",86,0,0,32,342,0,0,"22,40,064"
15. PASIVOS FISCALES ..................................................................................................................................................................,"12,66,718","1,82,729","1,43,011","1,66,173","2,63,532","1,58,987","12,960",0,"44,332","3,853","36,904","25,004","36,192",116,0,"6,903","40,495","24,164",0,"14,197",404,"11,172","2,054",503,"4,149","10,875","1,337","3,922","1,53,289","8,621","3,695","1,607","1,434",285,734,"3,136","3,679",886,"2,734",343,"4,790","6,777",0,"9,358","1,029","3,048",0,"3,370",0,0,,552,"8,082",410,"24,636",0,"5,966","4,923",0,"4,821",5,0,"1,442",0,0,0,868,0,73,0,0,0,38,0,0,"27,21,317"
15.1. Corrientes ...........................................................................................................................................................................,"1,22,813",0,0,"93,489","1,11,356",0,"10,073",0,0,0,0,0,"33,296",116,0,0,"16,013",0,0,"13,795",0,"10,680",982,0,0,0,0,"3,922","2,538","8,574","3,690","1,607",970,0,0,"3,126",498,686,"1,872",29,"4,790","1,746",0,"5,706",326,0,0,"3,370",0,0,,0,"1,898",0,"17,347",0,0,0,0,0,0,0,0,0,0,0,868,0,73,0,0,0,34,0,0,"4,76,283"
15.2. Diferidos ............................................................................................................................................................................,"11,43,905","1,82,729","1,43,011","72,684","1,52,176","1,58,987","2,887",0,"44,332","3,853","36,904","25,004","2,896",0,0,"6,903","24,482","24,164",0,402,404,492,"1,072",503,"4,149","10,875","1,337",0,"1,50,751",47,5,0,464,285,734,10,"3,181",200,862,314,0,"5,031",0,"3,652",703,"3,048",0,0,0,0,,552,"6,184",410,"7,288",0,"5,966","4,923",0,"4,821",5,0,"1,442",0,0,0,0,0,0,0,0,0,4,0,0,"22,45,033"
16. PERIODIFICACIONES ..................................................................................................................................................................,"7,58,478","8,56,428","8,63,364","1,50,634","1,75,454","42,106","46,968",830,"1,15,230","14,016","67,161","76,730","32,340",83,"65,996","13,081","29,477","29,844","7,241","13,255","29,671","13,113","5,424","6,295","6,939","12,750","17,339","12,301","97,454","11,064","2,383","46,659","1,941","11,697","8,946","51,259",958,"3,925",0,334,"2,267","1,314",461,951,481,"1,976","1,260","1,328","2,084",73,,"5,460","2,186",105,"14,269","6,048",894,199,216,"13,457","2,042",109,"1,129",691,885,99,"1,876",903,91,454,"18,829",62,35,0,6,"37,81,408"
17. OTROS PASIVOS ........................................................................................................................................................................,"6,06,319","22,33,230","2,41,444","1,68,163","2,83,927","1,28,465","43,329",411,"37,520","21,920","43,214","19,705","58,198",151,"50,910","1,72,010","15,046","18,230","6,426","28,005","13,553","19,423","6,740","4,197","5,250","1,887","14,824","-2,863","6,697","19,524","1,359","7,839","1,857","11,052","4,716","11,833","1,582","-1,105","5,499",188,"9,449","1,340",811,"3,104","1,160","1,451","3,396","5,079","6,057",353,,"2,132","3,032","2,090","9,023","-2,457","-1,266",202,"-5,066","10,152",893,"2,628","1,247",159,"3,009",162,926,472,168,540,"3,378",103,63,173,3,"43,74,641"
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2. Resto ................................................................................................................................................................................,"6,06,319","22,33,230","2,41,444","1,68,163","2,83,927","1,28,465","43,329",411,"37,520","21,920","43,214","19,705","58,198",151,"50,910","1,72,010","15,046","18,230","6,426","28,005","13,553","19,423","6,740","4,197","5,250","1,887","14,824","-2,863","6,697","19,524","1,359","7,839","1,857","11,052","4,716","11,833","1,582","-1,105","5,499",188,"9,449","1,340",811,"3,104","1,160","1,451","3,396","5,079","6,057",353,,"2,132","3,032","2,090","9,023","-2,457","-1,266",202,"-5,066","10,152",893,"2,628","1,247",159,"3,009",162,926,472,168,540,"3,378",103,63,173,3,"43,74,641"
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL PASIVO,"24,13,28,545","19,30,16,165","7,76,70,608","4,21,29,043","4,88,53,541","3,48,51,656","1,66,97,469","1,02,95,869","1,77,47,541","1,24,07,460","96,49,973","1,18,08,619","76,95,467","57,55,191","77,27,042","1,08,34,056","62,93,529","53,45,330","32,53,566","33,91,449","36,51,826","29,08,708","63,63,177","23,25,721","22,29,262","35,64,792","27,12,514","25,59,122","62,47,213","9,49,273","10,25,744","28,48,903","21,40,691","14,42,704","10,49,654","10,90,773","9,37,874","6,05,226","10,85,820","5,20,078","19,22,729","4,60,133","3,31,969","68,665","2,75,941","6,54,270","10,61,846","7,21,221","2,62,622","17,03,574",,"1,78,456","4,22,197","2,908","19,11,459","4,89,103","2,31,645","1,29,522","3,17,647","26,90,047","1,25,832","7,40,134","2,58,529","43,445","30,331","17,716","8,01,052","1,08,458",435,"36,338","2,23,065",204,"1,277",840,28,"82,92,34,832"
PATRIMONIO NETO , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , ,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"17,48,032","1,23,694","2,46,697","76,049","2,552","77,961","5,255",0,"2,841","7,155","27,639","42,425",363,0,509,"-11,529","24,710","1,413","9,180",104,-24,147,"1,907","1,417",0,"-3,344",359,0,"5,935",0,9,0,844,81,702,0,-50,306,"1,761",-69,59,"3,677",0,"6,782",319,0,35,59,2,0,,672,"10,021",758,0,0,"10,842","15,282",0,"-1,585",8,0,491,29,41,0,0,0,0,0,0,0,0,"1,089",0,"24,43,612"
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"17,43,744","1,23,694","2,02,617","75,990","2,532","77,871","5,255",0,"2,841","7,155","27,639","2,541",318,0,509,0,"24,443","1,354",0,108,-24,142,"1,907","1,417",0,104,359,0,"5,935",0,9,0,844,81,702,0,-52,306,"1,761",-69,59,"3,677",0,"6,782",319,0,35,59,0,0,,672,"10,021",758,0,0,"10,842","15,282",0,0,8,0,491,29,41,0,0,0,0,0,0,0,0,"1,089",0,"23,62,197"
