Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,,
17. ACTIVOS FISCALES ..................................................................................................................................................................,"36,18,261","30,52,424","7,00,816","7,52,057","4,07,029","2,58,538","1,89,115","2,96,411","85,675","95,579","81,640","23,835","1,15,471","58,873","27,558",0,177,"4,552","35,903",3,"30,114","39,619","7,332","3,697","8,969","3,210","6,091","6,421","15,770","42,447","7,898","20,591","19,747","4,644","14,141","3,570","2,776","3,888","1,257","1,577","3,580",474,716,"1,023","6,066","1,757","1,808",247,"7,918","6,996",148,"13,114","1,150","5,388","2,846",271,"33,236",85,998,"1,754","2,241",325,103,"5,628",183,86,31,0,132,333,0,"1,01,46,313",
17.1. Corrientes ..................................................................................................................................................................,"4,50,343","53,071","11,053","98,789","85,553","64,172","38,285","12,442","17,941",399,"18,641","4,853","8,685","4,605","3,028",0,125,502,"8,283",3,"6,962","12,514","1,717","2,600","1,593","1,884",32,"5,150","1,297","7,997","2,792","3,214",320,"4,292","2,045","1,605","1,003","1,430",269,0,87,407,121,687,0,296,480,179,"3,704","3,388",133,"4,499",76,0,"1,005",233,"8,104",82,490,0,"2,241",109,64,321,150,67,13,0,32,0,0,"9,66,457",
17.2. Diferidos ..................................................................................................................................................................,"31,67,918","29,99,353","6,89,763","6,53,268","3,21,476","1,94,366","1,50,830","2,83,969","67,734","95,180","62,999","18,982","1,06,786","54,268","24,530",0,52,"4,050","27,620",0,"23,152","27,105","5,615","1,097","7,376","1,326","6,059","1,271","14,473","34,450","5,106","17,377","19,427",352,"12,096","1,965","1,773","2,458",988,"1,577","3,493",67,595,336,"6,066","1,461","1,328",68,"4,214","3,608",15,"8,615","1,074","5,388","1,841",38,"25,132",3,508,"1,754",0,216,39,"5,307",33,19,18,0,100,333,0,"91,79,856",
18. PERIODIFICACIONES ..................................................................................................................................................................,"1,26,930","7,65,097","83,584","80,894","46,886","17,413","1,04,124","8,128","11,012","7,530","10,547",89,"33,712","5,199","4,356",0,0,"9,804","6,544","2,988","4,787","2,196",829,"2,771","3,966","2,101","37,749","3,990","4,696","19,526","12,178","2,996","2,129","4,595",34,464,"6,593",837,"1,425","21,164",430,"2,094",352,"2,095","1,040",88,501,72,429,111,"14,785",236,"3,382",0,"2,036",8,"9,420",29,138,16,"21,109","2,289",3,145,50,0,19,0,6,0,22,"15,20,768",
19. OTROS ACTIVOS ..................................................................................................................................................................,"7,27,897","25,28,490","57,966","24,623","39,556","15,046","18,837","4,726","53,856","2,172","7,666",690,"2,447","4,303","13,835",0,1,"1,19,811","3,006","3,374","2,096","2,718",7,"78,228","2,789",0,"4,61,908","3,615","28,623","1,65,331","1,048","1,111","1,600",52,7,741,"5,723",0,784,0,6,305,543,296,32,10,"2,100",0,108,0,0,"7,686",0,5,13,0,632,1,1,0,145,0,0,"2,968",589,1,3,0,0,0,0,"44,00,127",
TOTAL ACTIVO ,"33,98,98,954","31,55,03,041","10,40,31,384","7,29,77,794","7,18,44,174","4,92,57,598","2,47,28,444","2,69,20,984","1,83,23,087","1,84,56,834","1,26,08,610","1,21,42,782","1,62,43,164","90,99,831","94,67,660","82,28,265","57,37,854","83,43,096","49,58,514","41,01,130","43,17,273","39,61,725","87,17,276","78,51,916","37,92,272","26,17,854","67,11,556","27,85,139","65,40,682","40,28,783","26,37,173","21,83,459","15,47,117","7,53,213","24,21,026","16,17,976","9,89,313","7,33,015","8,88,851","11,39,454","5,95,960","5,88,279","4,35,747","4,14,698","19,13,908","4,39,033","10,92,933","3,88,782","11,90,025","7,38,291","14,08,733","31,81,331","3,16,726","34,85,696","4,32,457","3,46,590","56,08,565","1,81,774","1,62,831","97,859","2,19,919","75,216","41,243","12,51,078","91,731","33,167","1,23,575","20,257","16,917","13,183","9,125","1,22,40,23,902",
PASIVO Y PATRIMONIO NETO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,64,21,863","3,05,02,915","37,84,278","3,31,922","8,49,219","14,86,203","68,491","55,716","10,330","50,736","80,104","48,157","4,29,372","5,484","41,030","3,70,354","4,65,266","4,064","2,933",0,"1,998","7,388","75,343","3,25,332","11,689","3,51,370","76,730",0,0,"2,97,615","9,025",796,543,0,0,182,0,923,856,1,289,135,0,0,0,0,3,0,"1,003","3,647","16,971",0,12,0,224,0,0,"1,25,859",1,0,34,0,0,0,0,0,0,0,0,0,0,"5,63,16,406",
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,12,100",0,"3,41,779",0,0,0,"2,97,593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,51,472",
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,25,859",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,25,859",
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.5. Derivados de negociación ......................................................................................................................................................................,"1,49,62,309","2,89,50,722","37,37,179","3,31,922","7,81,861","1,57,943","68,491","55,716","10,330","50,736","80,104","48,157","4,29,372","5,484","41,030","3,70,354","4,65,266","4,064","2,933",0,"1,998","7,388","75,343","1,13,232","11,689","9,591","76,730",0,0,22,"9,025",796,543,0,0,182,0,923,856,1,16,135,0,0,0,0,3,0,"1,003","3,647","16,971",0,12,0,224,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,"5,08,84,338",
1.6. Posiciones cortas de valores ..........................................................................................................,"14,59,554","15,52,193","47,099",0,"67,358","13,28,260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44,54,737",
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"1,89,31,124",0,0,0,0,"19,39,021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,09,04,909",
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,"1,81,66,407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,81,66,407",
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,"7,64,717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,99,481",
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,"19,39,021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,39,021",
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"29,31,48,557","22,34,38,553","9,18,10,652","6,66,83,011","6,62,27,874","4,57,12,059","2,07,75,977","2,54,01,764","1,72,07,798","1,36,34,039","1,12,18,769","1,14,88,412","1,49,03,893","82,57,303","86,52,222","77,57,927","52,01,833","79,23,822","43,37,789","40,20,291","38,22,177","37,52,339","77,48,158","73,08,380","34,62,132","21,75,569","58,72,580","23,57,609","60,49,641","30,98,594","23,97,459","19,18,505","13,86,678","6,63,483","21,61,492","15,09,778","8,92,095","6,56,703","8,40,077","10,00,565","4,76,455","5,10,167","4,03,292","3,78,480","18,48,323","4,06,440","10,10,983","3,32,209","11,21,672","5,55,535","13,00,427","28,42,378","2,31,469","31,11,458","3,99,218",86,"54,04,052",239,"58,334","1,026","1,23,043","49,897","15,637","12,10,581","65,643",0,"3,243",4,3,"1,298",23,"1,02,87,38,174",
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,08,21,160","17,20,133",0,"2,07,842","11,00,871",24,0,0,"13,258",0,0,"23,01,820",0,"4,65,974","54,539",0,0,0,0,0,0,0,"25,76,029","66,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,93,42,562",
4.2. Depósitos de entidades de crédito ..........................................................................................................,"3,77,47,263","2,39,90,309","1,55,57,015","47,96,517","1,04,34,122","48,45,519","19,64,010","61,46,032","20,89,994","62,26,820","8,45,689","3,10,476","60,93,050","1,27,225","8,26,112",0,"81,184","31,65,030","5,89,934","16,023","8,34,591","6,99,046","23,96,246","49,34,979","10,00,254","88,256","37,27,633","2,657","41,77,764","13,79,954","8,84,770","2,19,982","1,78,270",766,"13,81,821","7,56,838","1,33,594",428,"54,662","52,595",38,"6,499","3,277","87,524","14,76,172",98,"5,59,453","11,503","8,21,496","2,63,376","7,24,449","27,05,317","21,747","31,11,385","1,21,678",0,"45,93,132",0,"50,121",591,0,542,0,"12,02,230","49,824",0,0,0,0,"1,298",0,"16,45,69,180",
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"23,270",0,0,0,"10,739","10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,263",
4.4. Depósitos de la clientela ......................................................................................................................................................................,"17,93,25,012","13,84,19,554","4,99,11,544","3,43,89,977","3,75,16,228","2,94,27,081","1,38,74,410","1,85,80,831","1,19,20,399","5,56,461","76,60,816","29,35,996","78,58,659","62,39,321","52,23,841",0,0,"44,37,244","36,35,475","39,72,923","26,65,908","27,39,480","1,67,086","21,03,661","22,51,228","18,99,149","19,63,040","21,80,073","18,07,747","16,37,710","13,88,716","16,39,064","12,04,159","6,62,197","7,78,206","6,61,916","7,41,976","6,42,509","6,17,694","7,07,098","4,55,361","4,98,597","3,89,260","2,87,025","3,26,202","3,85,302","4,48,754","3,20,479","2,96,298","2,77,090","5,64,692",0,"1,99,172",51,"2,71,685",73,"7,93,922",0,"7,714",0,0,"46,991","15,619","2,317","6,889",0,238,0,0,0,0,"58,99,38,120",
4.5. Débitos representados por valores negociables ..........................................................................................................,"4,57,03,974","2,87,07,604","2,05,60,742","2,30,70,004","1,41,93,332","91,13,820","39,30,422",0,"19,77,776","61,43,978","25,10,904","58,92,391","55,748","11,19,498","20,87,781","67,50,164","50,90,434",0,"33,740",0,"2,48,858",0,"25,35,250","1,00,075","1,10,296",0,0,0,0,0,0,"28,653",0,0,0,"67,830",0,"4,831",0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,00,38,931",
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,29,05,912","1,90,86,717","20,39,509","20,21,056","17,36,013","9,21,220","6,97,562","4,62,970","6,52,937","6,57,725",0,0,"2,55,431",0,"3,10,129","10,06,186","30,215",0,0,"14,386",0,"1,77,030","57,659","10,578",0,0,0,"1,60,377","31,974","27,453",0,0,0,0,0,0,0,0,"1,50,000",0,0,0,0,0,"45,170","10,051",0,0,0,0,0,0,0,0,0,0,"6,050",0,0,0,0,0,0,"3,056",0,0,0,0,0,0,0,"4,34,77,366",
4.7. Otros pasivos financieros ......................................................................................................................................................................,"66,21,966","1,15,14,236","37,41,842","21,97,615","12,36,569","13,94,395","3,09,573","2,11,931","5,53,434","49,055","2,01,360","47,729","6,41,005","3,05,285","1,49,820","1,577",0,"3,21,548","78,640","16,959","72,820","1,36,783","15,888","82,433","1,00,354","1,88,164","1,81,907","14,502","32,156","53,477","1,23,973","30,806","4,249",520,"1,465","23,194","16,525","8,935","17,721","2,40,872","21,056","5,071","10,755","3,931",779,"10,163","2,776",227,"3,878",557,"11,286","1,37,061","10,550",22,"5,855",13,"10,948",239,499,435,"1,23,043","2,364",18,"2,978","8,930",0,"3,005",4,3,0,23,"3,13,17,752",
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11. DERIVADOS DE COBERTURA ..........................................................................................................,"31,14,251","23,77,424","11,67,127","5,10,214","4,01,244","6,955","1,29,065","1,03,343","71,802","81,196","1,10,400","2,88,100","83,820","1,00,223","7,945",0,0,36,"38,497","2,964","32,378","30,864","7,08,369",0,"20,219",0,0,0,334,0,"4,579","21,192",0,0,"26,477",0,"10,583",0,0,0,0,0,0,0,0,0,"7,898",0,535,0,0,0,0,"15,050",0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,73,789",
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14. PROVISIONES .............................................................................................................................................................................,"66,13,724","81,26,268","26,51,656","4,45,929","2,49,657","1,57,004","1,79,781","1,42,529","44,413","63,459","39,727","28,665","68,459","53,644","88,587",0,136,"17,004","21,765","2,519","15,787","3,500","2,358",569,"21,016",458,"20,299",57,"49,268","62,883","2,309","15,084",619,"1,178","1,295","3,508",414,366,"5,869",302,"3,081",930,851,156,12,574,121,10,783,"1,603","1,501","1,730","2,786","1,095",920,226,"11,630",43,"3,438","4,434",0,82,0,0,63,133,63,32,694,31,0,"1,92,39,087",
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"51,82,513","73,69,450","23,67,702","2,71,156","1,23,976","1,380","1,12,879","1,02,716","9,435","59,227","19,950","24,479","22,405","4,632","21,972",0,136,"3,512","12,679",293,"8,146",0,10,0,"9,860",43,"6,535",0,"31,145","61,689",0,"12,740",20,61,8,0,76,0,0,0,888,0,0,0,0,0,5,0,673,"1,185",0,0,0,0,0,108,"6,954",0,0,"4,434",0,0,0,0,0,46,63,0,325,0,0,"1,58,55,506",
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","20,766",0,"14,647",0,0,0,"3,981",0,"13,580",0,0,0,0,0,"2,773",0,815,0,0,0,7,0,0,57,"11,683",0,0,279,0,0,25,0,0,0,0,0,0,206,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,"72,484",
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"4,68,196","4,07,064","1,08,867","89,490","1,03,703","34,718","20,188","21,247","34,978","1,050","14,564",125,"23,066","9,629","14,991",0,0,246,"6,313",42,"6,826","3,500","2,348",569,"7,702",412,"2,389",0,"5,630",58,"2,309",865,0,1,"1,262","1,336",338,366,205,163,332,653,0,156,10,574,1,10,110,418,788,50,"1,355",0,0,64,"2,162",43,"1,886",0,0,82,0,0,63,1,0,0,33,0,0,"14,03,547",
14.4. Otras provisiones ......................................................................................................................................................................,"9,63,015","3,49,754","1,75,087","82,453","1,212","1,20,906","32,067","18,566",0,"3,182","1,232","4,061","9,408","39,383","51,624",0,0,"13,246",0,"2,184",0,0,0,0,"3,447",3,"11,375",0,810,"1,136",0,"1,200",599,"1,116",0,"2,172",0,0,"5,664",139,"1,861",71,851,0,2,0,0,0,0,0,713,"1,680","1,431","1,095",920,54,"2,514",0,832,0,0,0,0,0,0,86,0,32,336,31,0,"19,07,550",
15. PASIVOS FISCALES ..................................................................................................................................................................,"12,64,637","1,67,477","15,114","1,93,066","2,15,498","1,04,323","1,26,559","17,446","70,995","1,19,011","56,392",513,"32,158","19,992","41,885",0,0,0,"23,426",0,"18,647","2,820","10,700","1,136","14,378","4,393",346,"1,522",205,"22,920","28,935","8,776",93,0,"7,779","1,986","2,490","7,799",228,396,235,"1,010",12,0,"1,431","1,684","3,512",576,"4,389","29,860",15,"12,204","1,267","5,736",524,"49,265","7,723","5,260",0,"19,970",9,0,134,"1,311",396,0,0,0,0,0,0,"27,50,564",
15.1. Corrientes ...........................................................................................................................................................................,0,0,0,"1,24,331","1,87,610","68,205",529,0,"33,975",0,"56,150",0,"26,185",0,"15,087",0,0,0,"23,406",0,"18,499",776,"4,252",764,"14,373","2,947",0,501,0,"11,007","9,338","8,763",0,0,"7,779","1,986","2,489","2,540",24,396,37,619,0,0,"1,378",870,"3,512",544,"4,389","6,361",0,"11,024",0,845,113,0,"6,010",0,0,0,9,0,134,"1,311",396,0,0,0,0,0,0,"6,59,464",
15.2. Diferidos ............................................................................................................................................................................,"12,64,637","1,67,477","15,114","68,735","27,888","36,118","1,26,030","17,446","37,020","1,19,011",242,513,"5,973","19,992","26,798",0,0,0,20,0,148,"2,044","6,448",372,5,"1,446",346,"1,021",205,"11,913","19,597",13,93,0,0,0,1,"5,259",204,0,198,391,12,0,53,814,0,32,0,"23,499",15,"1,180","1,267","4,891",411,"49,265","1,713","5,260",0,"19,970",0,0,0,0,0,0,0,0,0,0,0,"20,91,100",
16. PERIODIFICACIONES ..................................................................................................................................................................,"10,34,898","14,73,194","2,98,806","2,04,199","1,86,128","1,09,450","1,55,786","1,70,659","49,395","20,886","31,363","14,338","85,371","39,129","44,450",226,393,"14,360","13,951","7,972","13,866","12,895","5,931","11,083","10,976","4,924","40,070","8,907","7,802","30,488","3,847","5,591","13,169","14,975","1,741","4,051","4,620",968,"3,712",0,672,"5,312",536,"4,761","1,628","2,114","1,716",14,"1,858","2,818","9,459","24,492","5,762",65,"1,216",615,"10,721","1,185",767,220,"28,861","2,709",10,"2,540",287,219,57,148,111,174,18,"42,65,635",
17. OTROS PASIVOS ........................................................................................................................................................................,"31,98,285","28,87,773","4,10,688","4,43,379","5,67,594","3,99,743","1,33,907","1,60,272","89,800","5,56,502","1,17,617","27,275","54,573","28,683","29,865",536,816,"3,35,966","49,442","24,373","36,828","6,302","16,016","26,251","40,301","6,064","4,86,338","11,985","35,552","2,24,011","19,741","19,920","10,922","29,819","13,789","7,699","13,209","5,272",105,"7,629","1,691","3,394","-8,289","5,014","8,008","3,854","8,618","1,144","2,352","13,327","8,679","28,532","6,671","2,892",459,"11,912","13,265","1,099","1,142","60,642","13,191",835,345,"1,143","1,047",455,927,237,230,138,3,"1,07,27,799",
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17.2. Resto ................................................................................................................................................................................,"31,98,285","28,87,773","4,10,688","4,43,379","5,67,594","3,99,743","1,33,907","1,60,272","89,800","5,56,502","1,17,617","27,275","54,573","28,683","29,865",536,816,"3,35,966","49,442","24,373","36,828","6,302","16,016","26,251","40,301","6,064","4,86,338","11,985","35,552","2,24,011","19,741","19,920","10,922","29,819","13,789","7,699","13,209","5,272",105,"7,629","1,691","3,394","-8,289","5,014","8,008","3,854","8,618","1,144","2,352","13,327","8,679","28,532","6,671","2,892",459,"11,912","13,265","1,099","1,142","60,642","13,191",835,345,"1,143","1,047",455,927,237,230,138,3,"1,07,27,799",
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,"5,20,830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,20,830",
TOTAL PASIVO,"32,47,96,215","28,79,04,728","10,01,38,321","6,93,32,550","6,86,97,214","4,79,75,737","2,35,08,587","2,60,51,729","1,75,44,533","1,45,25,829","1,16,54,372","1,18,95,460","1,56,57,646","85,04,458","89,05,984","81,29,043","56,68,444","82,95,252","44,87,803","40,58,119","39,41,681","38,16,108","85,66,875","76,72,751","35,80,711","25,42,778","64,96,363","23,80,080","61,42,802","37,36,511","24,65,895","19,89,864","14,12,024","7,09,455","22,12,573","15,27,204","9,58,175","6,72,031","8,50,847","10,08,893","4,82,423","5,20,948","3,96,402","3,88,411","18,59,402","4,14,666","10,32,851","3,33,953","11,32,592","6,06,790","13,37,052","29,09,336","2,47,967","31,36,296","4,02,561","62,104","54,48,096","1,33,685","63,682","86,292","1,65,138","53,523","16,126","12,15,575","67,436",807,"4,290",421,"1,038","1,641",44,"1,15,29,37,193",
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"22,60,349","1,55,453","-1,68,642","54,215","12,282","-42,451","2,02,244","-20,276","33,972","29,508",2,"1,035","-27,533","1,349","26,295",0,0,94,3,"-1,713",217,"-13,905","12,443",484,10,"2,951","2,317",0,93,-396,608,5,"-1,061",0,0,"-2,253",1,"6,171",148,0,-465,601,27,-9,114,888,0,72,0,"46,781",0,0,"2,198",0,6,"1,02,320",0,"23,363",0,0,0,0,0,0,-40,0,0,0,0,0,0,"26,99,875",
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"23,62,573","1,39,658","-49,564","55,405","2,896","-42,734","2,02,244","-19,908","33,972",490,2,"1,035","9,338","1,278","26,201",0,0,94,3,0,217,"-13,905","12,143",484,10,"2,951","2,317",0,93,-396,306,5,"-1,061",0,0,"-2,253",1,"6,171",148,0,-465,601,27,-9,114,888,0,72,0,"46,781",0,0,"2,198",0,6,"1,02,320",0,"23,363",0,0,0,0,0,0,-40,0,0,0,0,0,0,"29,06,070",
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3. Coberturas de los flujos de efectivo ..........................................................................................................,"-1,01,630","15,795","-1,19,078",-204,"9,386",0,0,-368,0,"29,018",0,0,"-36,871",0,94,0,0,0,0,"-1,713",0,0,300,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,04,969",
2.4. Coberturas de inversiones netas en negocios en el extranjero ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.5. Diferencias de cambio ......................................................................................................................................................................,-594,0,0,-986,0,283,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,226",
