Var,0182,0049,0030,0081,0075,0128,0065,0072,0093,0224,0004,0042,0019,0061,1004,0038,0036,0129,0073,0082,0097,0046,0086,0223,0231,0095,0198,0094,0130,0057,0122,0024,0185,0227,0233,0216,0009,0138,0059,0078,0232,0186,0142,0226,0099,0229,0031,0217,0125,0003,0063,0220,0211,0225,0058,0136,0113,0188,0184,0011,0133,0200,0021,0205,0219,0132,0115,0121,0091,0083,
17. ACTIVOS FISCALES ..................................................................................................................................................................,"31,77,796","38,58,852","10,02,106","7,41,728","3,21,099","2,32,634","2,87,936","1,64,595","91,133","1,27,428","61,559","24,800","92,729","60,768","21,808",0,"81,886",41,2,"27,226","23,384","38,211","26,290","9,760","7,671","7,368","1,635","4,183","50,576",589,"32,265","16,349","5,590","11,796","1,359","10,735","29,329","2,818","1,318","3,204","1,758","2,780",471,253,317,272,"3,550","7,435","5,079",114,"4,750","3,561","12,079","11,554","1,176",271,"1,116",503,23,"6,972","1,697",282,66,"6,947",25,16,0,121,198,0,"1,07,33,942"
17.1. Corrientes ..................................................................................................................................................................,"1,63,820","20,685","3,003","1,02,270","13,147","43,048","23,083","13,244","5,990","12,828","2,514","5,252",475,"1,058",0,0,"81,605",0,2,777,900,"9,965","23,492","7,429",702,582,725,"3,129","2,191",0,"1,804",636,59,320,53,1,0,"1,336",232,400,181,92,402,251,20,14,"1,316",0,86,16,788,446,"5,339",0,184,237,"1,090",503,1,"6,972",1,31,23,47,2,0,0,0,0,0,"5,64,799"
17.2. Diferidos ..................................................................................................................................................................,"30,13,976","38,38,167","9,99,103","6,39,458","3,07,952","1,89,586","2,64,853","1,51,351","85,143","1,14,600","59,045","19,548","92,254","59,710","21,808",0,281,41,0,"26,449","22,484","28,246","2,798","2,331","6,969","6,786",910,"1,054","48,385",589,"30,461","15,713","5,531","11,476","1,306","10,734","29,329","1,482","1,086","2,804","1,577","2,688",69,2,297,258,"2,234","7,435","4,993",98,"3,962","3,115","6,740","11,554",992,34,26,0,22,0,"1,696",251,43,"6,900",23,16,0,121,198,0,"1,01,69,143"
18. PERIODIFICACIONES ..................................................................................................................................................................,"2,61,210","2,90,667","84,513","1,50,575","24,459","11,338","10,096","1,19,467","3,029","3,634","4,287","3,190","31,772","3,638",86,0,"7,602",0,"1,608","2,863","2,272","1,708","26,078","6,820",747,"1,743","1,706","1,931","2,737","4,029","20,969","1,423","20,202","1,520","5,469",3,"9,728",441,"1,479","1,585","11,678",94,"1,728","14,496","1,483",257,0,854,294,4,0,"1,950",57,181,"3,786",39,9,21,30,"16,887",477,"2,495",0,144,28,1,0,11,0,0,"11,83,628"
19. OTROS ACTIVOS ..................................................................................................................................................................,"1,42,228","4,88,648","10,658","19,788","53,055","29,301","2,076","19,177","17,310","1,68,069","6,161","17,207","3,519","5,931",40,0,"80,265",10,"2,612","3,709","2,553",898,"6,781","5,705",20,"3,398","46,348",0,"13,104",355,"19,282",941,324,552,"19,060",15,"1,286",356,"4,014",0,"4,881",0,"1,124",0,556,180,9,1,143,0,6,18,5,"12,052",0,0,10,1,13,"2,266",171,0,0,"1,515",658,0,0,0,0,0,"12,18,365"
TOTAL ACTIVO ,"35,08,00,858","34,45,81,218","10,53,83,412","7,62,90,726","7,71,20,556","5,40,33,848","2,97,35,689","2,58,38,241","1,97,91,843","2,26,16,957","1,24,40,955","99,80,361","1,76,31,749","88,29,643","1,12,41,350","80,64,528","1,11,97,837","46,72,786","41,60,409","52,14,027","46,12,384","37,53,170","71,96,133","31,25,205","1,01,80,928","40,38,739","74,09,568","31,95,123","75,86,157","8,47,947","36,04,177","22,90,048","22,24,422","17,34,868","16,87,852","23,94,516","63,90,535","15,94,169","10,11,455","7,86,165","10,27,023","6,43,297","6,19,963","18,20,035","5,60,555","10,78,456","4,77,410","20,13,122","13,00,485","3,99,066","39,52,428","4,60,966","7,40,937","34,21,072","3,79,846","9,69,369","3,59,855","1,78,807","1,23,439","2,63,150","98,714","69,288","47,148","12,60,948","1,13,282","33,586","20,626","17,067","12,831","9,108","1,29,77,62,433"
PASIVO Y PATRIMONIO NETO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,93,72,227","3,31,46,099","34,99,670","3,22,353","9,09,347","10,89,987","88,820","76,097","12,625","95,299","1,74,761","1,10,180","6,12,823","7,678","42,649","3,12,656","5,260","3,71,735",0,"5,679","6,386","2,128","1,18,555",0,"1,29,537","48,003","3,08,419","6,13,398",0,0,22,993,"14,439",76,0,0,0,347,87,0,0,513,88,"22,742",0,12,0,0,885,0,0,62,"4,378",0,10,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,"6,15,27,063"
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,87,509","6,07,962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,95,471"
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5. Derivados de negociación ......................................................................................................................................................................,"1,81,16,047","3,20,67,929","34,00,882","3,22,353","8,32,388","2,17,441","88,820","76,097","12,625","95,299","1,74,761","83,935","6,12,823","7,678","42,649","3,12,656","5,260","3,71,735",0,"5,679","6,386","2,128","1,18,555",0,"1,29,537","48,003","1,20,910","5,436",0,0,22,993,"14,439",76,0,0,0,347,87,0,0,0,88,"22,742",0,12,0,0,885,0,0,62,"4,378",0,10,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,"5,73,22,191"
1.6. Posiciones cortas de valores ..........................................................................................................,"12,56,180","10,78,170","98,788",0,"76,959","8,72,546",0,0,0,0,0,"26,245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,09,401"
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"1,80,35,665",0,0,0,0,0,"1,95,883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,82,66,210"
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,"1,58,78,721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,58,78,721"
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,"21,56,944",0,0,0,0,0,"1,95,883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,87,489"
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"29,94,80,786","24,40,35,319","9,38,14,739","7,08,01,040","7,12,43,787","5,08,10,149","2,77,56,213","2,36,76,765","1,83,89,924","1,79,84,759","1,09,75,660","91,02,444","1,60,72,904","80,03,502","1,06,16,425","76,51,157","1,08,82,042","42,29,748","40,69,243","45,87,310","41,03,117","35,48,307","67,33,457","27,16,305","95,77,859","36,57,440","68,72,669","24,85,370","70,86,177","7,38,117","31,61,290","20,27,654","19,61,775","15,74,656","14,85,234","21,43,390","61,98,268","14,80,649","9,66,408","7,08,803","8,83,334","5,23,288","5,41,380","16,85,367","5,22,461","10,05,382","4,45,796","19,49,058","12,33,545","3,41,594","35,82,094","4,27,747","5,72,692","30,97,114","2,85,079","7,66,346",51,"1,32,645","2,091","1,46,056",839,"43,385","21,239","12,22,201","86,774",0,4,3,807,13,"1,09,29,29,246"
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,81,97,098","33,72,688","4,55,328",729,"67,360","13,05,440","14,303","3,00,036","6,79,584",0,0,0,0,0,"14,49,810",0,0,0,0,0,0,0,0,0,"17,90,566",0,"25,127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,76,87,381"
4.2. Depósitos de entidades de crédito ..........................................................................................................,"4,29,08,655","2,34,44,122","1,49,99,015","39,33,350","1,11,74,233","50,65,665","51,17,736","24,86,575","21,09,110","71,71,548","15,09,699","2,13,197","62,81,834","1,77,425","12,48,258",0,"33,59,671","78,337","12,519","6,12,998","10,99,963","4,96,384","37,02,746",809,"48,54,011","11,23,559","48,27,811","1,22,919","52,48,035",62,"14,75,023","3,67,945","2,08,484","3,06,137","2,53,280","13,46,697","53,89,753","6,84,453","1,17,973","5,980","49,984","20,450","6,485","7,83,215","31,284","6,02,328",122,"16,00,934","8,83,673","12,039","35,07,025","1,34,326","2,88,226","30,67,422","18,060","7,60,527",0,0,0,45,702,635,0,"12,16,730","62,056",0,0,0,807,0,"17,65,83,046"
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"3,23,343",0,0,0,"10,732","10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,54,329"
4.4. Depósitos de la clientela ......................................................................................................................................................................,"17,30,57,962","12,46,31,834","5,36,20,735","4,00,53,811","3,92,87,177","3,09,90,728","2,17,56,032","1,32,02,841","1,28,11,838","6,25,206","75,80,073","58,30,473","88,77,240","64,13,194","22,61,440",0,"69,98,863",0,"40,02,461","38,77,101","27,67,525","28,00,950","28,87,536","25,10,549","2,28,373","24,02,721","18,71,101","21,29,797","17,65,791","7,37,559","15,91,982","16,17,637","17,46,287","12,66,017","12,26,133","7,96,490","7,94,585","6,73,031","6,86,045","6,89,558","7,18,436","4,78,313","5,27,337","8,67,886","4,77,652","4,02,111","4,21,210","3,01,669","3,43,014","3,29,399",51,"2,88,537","2,53,691",0,"2,47,941","5,361",37,"1,32,496",206,0,0,"41,438","21,188",757,"9,801",0,0,0,0,0,"59,29,37,207"
4.5. Débitos representados por valores negociables ..........................................................................................................,"4,61,87,849","5,18,42,434","1,96,13,812","2,28,14,722","1,79,15,639","1,12,13,616",0,"67,47,533","18,94,948","94,76,181","17,53,587","25,80,580","57,412","12,81,074","55,93,217","66,33,005",0,"41,21,150",0,"27,639","1,72,160","11,250",0,0,"26,28,073","76,096","1,00,052",0,0,0,0,"17,352",0,0,0,0,0,"1,02,480",0,"1,897",0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,28,64,434"
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,26,42,541","2,99,74,492","20,82,920","22,20,561","17,97,862","9,20,880","6,93,901","7,06,504","5,96,645","6,61,408",0,"3,12,397","3,98,382",0,0,"10,17,022",0,"30,254","14,073",0,0,"1,77,110",0,"1,81,406","57,709",0,"10,579",0,"31,595",0,"27,473",0,0,0,0,0,"6,058",0,"1,50,000",0,0,0,0,0,0,0,"10,052","45,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,063",0,0,0,0,0,0,"5,47,70,056"
4.7. Otros pasivos financieros ......................................................................................................................................................................,"61,63,338","1,07,69,749","30,42,929","17,77,867","9,90,784","13,03,820","1,74,241","2,33,276","2,97,799","50,416","1,32,301","1,65,797","4,58,036","1,31,809","63,700","1,130","5,23,508",7,"40,190","69,572","63,469","62,613","1,43,175","23,541","19,127","55,064","27,745","2,32,654","40,756",496,"66,812","24,720","7,004","2,502","5,821",203,"7,872","20,685","12,390","11,368","1,14,914","24,525","7,558","34,266","13,525",943,"13,736","1,286","6,858",156,"75,018","4,884","1,463","29,692","19,078",458,14,149,"1,885","1,46,011",137,"1,312",51,"1,651","14,917",0,4,3,0,13,"2,77,32,793"
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,"-1,77,278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,77,278"
11. DERIVADOS DE COBERTURA ..........................................................................................................,"21,62,409","17,86,949","7,00,374","5,52,550","5,24,883","38,586","2,02,870","83,243","55,767","62,114","51,106","2,027","38,516","63,784","2,65,301",0,36,0,"1,900","26,904","20,304","33,633",0,0,"2,25,228","21,220",11,0,"2,279",0,0,"8,899","17,379",0,"1,13,520","7,759",710,0,"2,584",0,0,0,0,0,0,"2,193",0,0,221,0,"11,993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,87,252"
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14. PROVISIONES .............................................................................................................................................................................,"64,26,003","81,49,348","25,80,864","3,83,620","2,49,559","1,48,028","1,28,924","1,56,979","47,547","61,412","37,267","88,661","71,491","57,032","26,000",0,"27,915",106,"2,499","19,971","15,700","3,518","20,719",57,"2,603","19,993","1,141",747,"60,277","1,282","65,015","13,931","1,994",625,257,"1,229","10,958","3,759","2,599",447,265,"2,194",953,"1,464",128,171,543,12,788,10,983,920,"2,293","4,553","2,206","2,513",179,43,72,0,"4,235",93,0,0,53,124,33,475,0,0,"1,89,15,380"
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"49,85,206","72,49,403","22,91,086","2,33,612","1,12,576","1,137","82,466","90,171","12,477","57,648","18,089","19,366","22,832","5,308","22,088",0,"3,771",106,310,"11,284","7,455",0,"7,028",0,10,"8,965",0,45,"37,282",39,"64,497","11,614",0,7,18,9,"6,279",109,0,0,0,681,0,0,0,6,0,0,687,0,0,0,"1,262",0,0,0,87,0,72,0,"4,235",0,0,0,0,37,0,397,0,0,"1,53,69,757"
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","21,347",0,0,"18,030",0,0,"3,107",0,"13,580",0,0,0,0,0,0,"2,904",935,0,0,57,0,7,0,0,"13,190",0,0,285,0,0,0,30,0,0,0,0,0,0,206,0,0,164,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,036"
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"5,13,343","4,69,432","1,10,970","84,476","1,14,431","34,124","24,583","21,607","35,070","1,041","14,932","14,721","26,303","10,751",143,0,200,0,4,"5,783","7,310","3,518","2,316",0,"2,593","7,524","1,141",517,"8,536",1,87,832,"1,994",0,239,"1,190","2,165","1,471",230,447,126,261,676,751,128,1,543,10,101,10,0,0,"1,031",57,999,"1,916",36,43,0,0,0,93,0,0,53,1,1,33,0,0,"15,30,895"
14.4. Otras provisiones ......................................................................................................................................................................,"9,27,454","4,30,513","1,78,808","62,702","1,205","1,12,767","21,875","27,171",0,"2,723","1,139","54,574","8,776","40,973","3,769",0,"23,944",0,"2,185",0,0,0,"11,375",0,0,"3,497",0,185,"1,269","1,242",431,"1,200",0,618,0,0,"2,514","2,179","2,369",0,139,"1,252",71,713,0,0,0,2,0,0,983,920,0,"4,496","1,207",233,56,0,0,0,0,0,0,0,0,86,32,45,0,0,"19,37,692"
15. PASIVOS FISCALES ..................................................................................................................................................................,"13,49,413","1,92,999","29,633","1,08,230","1,43,410","91,154","58,328","97,789","62,727","1,69,305","36,312","27,941","23,060","24,868",0,0,0,233,0,"15,697","14,632","1,566",346,"1,334","13,570","16,409","1,725","5,811",142,"7,570","17,434","6,231","17,886",36,"1,665","4,948","3,814","3,043",201,"6,830",0,175,"1,076",2,17,307,745,748,"1,238",416,"3,807",957,"24,519","5,539","1,233",0,"35,875","2,498",92,"12,480","20,303",214,141,"1,503",0,143,0,95,0,0,"26,70,415"
15.1. Corrientes ...........................................................................................................................................................................,0,0,0,"48,862","1,11,605","38,058","41,120",46,"35,153","24,452","36,057","11,974","19,060","5,492",0,0,0,233,0,"15,681","14,493",0,0,903,"2,654","16,400",911,"4,396",0,"7,570","8,054","6,219","2,182",0,"1,663","4,948","2,651","3,043",29,"2,277",0,0,"1,006",0,0,306,0,695,"1,238",385,210,656,"6,378","5,119",0,0,0,0,92,"12,480",0,214,141,"1,503",0,143,0,95,0,0,"4,96,847"
15.2. Diferidos ............................................................................................................................................................................,"13,49,413","1,92,999","29,633","59,368","31,805","53,096","17,208","97,743","27,574","1,44,853",255,"15,967","4,000","19,376",0,0,0,0,0,16,139,"1,566",346,431,"10,916",9,814,"1,415",142,0,"9,380",12,"15,704",36,2,0,"1,163",0,172,"4,553",0,175,70,2,17,1,745,53,0,31,"3,597",301,"18,141",420,"1,233",0,"35,875","2,498",0,0,"20,303",0,0,0,0,0,0,0,0,0,"21,73,568"
16. PERIODIFICACIONES ..................................................................................................................................................................,"8,88,117","12,97,310","3,41,360","2,21,572","1,99,690","1,11,712","1,79,074","1,46,121","47,495","17,763","34,357","46,163","95,572","31,118","3,501",417,"22,421",47,"5,754","15,896","15,158","9,894","36,694","8,468","6,108","12,102","10,206","5,047","14,034","4,314","30,211","5,595","12,133","6,723","4,131","1,236","10,741","3,694","3,711",950,0,379,"4,301","18,710","4,241","1,794","1,298","3,098","1,947",24,229,931,"2,597","18,241","11,167",643,"12,348",869,73,"24,136",455,"2,052",7,"1,580",207,39,39,19,156,7,"40,18,197"
17. OTROS PASIVOS ........................................................................................................................................................................,"2,59,200","8,93,108","2,46,514","70,018","1,06,886","83,760","3,15,415","1,02,297","25,499","35,610","23,220","3,717","13,221","7,991","7,060",156,"32,335",109,"13,492","9,195","10,316",644,"16,327",390,"5,723","12,394","19,531",782,"14,588","5,382","7,740","4,222","5,288","1,049","7,530","1,999",390,"6,122","-1,001",853,"7,685",450,"1,287","1,631",788,576,741,"1,811",242,218,325,20,"3,277",-482,"2,059",453,"28,822",14,217,"2,518",298,94,61,-263,310,92,261,44,28,1,"24,22,650"
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2. Resto ................................................................................................................................................................................,"2,59,200","8,93,108","2,46,514","70,018","1,06,886","83,760","3,15,415","1,02,297","25,499","35,610","23,220","3,717","13,221","7,991","7,060",156,"32,335",109,"13,492","9,195","10,316",644,"16,327",390,"5,723","12,394","19,531",782,"14,588","5,382","7,740","4,222","5,288","1,049","7,530","1,999",390,"6,122","-1,001",853,"7,685",450,"1,287","1,631",788,576,741,"1,811",242,218,325,20,"3,277",-482,"2,059",453,"28,822",14,217,"2,518",298,94,61,-263,310,92,261,44,28,1,"24,22,650"
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
TOTAL PASIVO,"32,99,38,155","30,75,36,797","10,10,35,876","7,24,59,383","7,33,77,562","5,23,73,376","2,87,29,644","2,45,35,174","1,86,41,584","1,84,26,262","1,13,32,683","93,81,195","1,69,27,587","81,95,973","1,09,60,936","79,64,386","1,09,70,009","46,01,978","40,92,888","46,80,652","41,85,613","35,99,690","69,26,098","27,26,554","99,60,628","37,87,561","72,13,702","31,11,155","71,77,497","7,56,665","32,81,712","20,67,525","20,30,894","15,83,165","16,46,999","21,60,561","62,24,881","14,97,614","9,74,589","7,17,883","8,91,284","5,26,999","5,49,085","17,29,916","5,27,635","10,10,435","4,49,123","19,54,727","12,38,866","3,42,262","35,99,431","4,30,637","6,09,756","31,24,965","3,01,754","7,69,955","77,275","1,36,069","2,545","1,85,228","26,130","45,838","21,448","12,25,021","87,344",398,337,636,991,21,"1,20,76,59,197"
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"21,37,632","2,49,502","-70,684","46,566","18,233","-1,290","-7,386","1,33,311","26,683",-798,113,"16,542","2,653","-2,419","-15,548",0,94,0,-696,2,218,"-19,518","1,629",0,"22,870",20,"1,691","3,295",0,0,-469,5,66,"-1,737",20,6,0,"-2,089","-1,495","5,354",7,-821,1,0,39,2,745,114,0,73,0,1,"35,480",0,"2,427",0,"83,708","16,919",0,0,0,0,0,0,-18,0,0,0,0,0,"26,81,053"
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"21,68,249","1,77,645","-2,793","50,312","11,181","-1,664","-8,037","1,33,311","26,683",0,113,"16,466","7,556","-2,330","-15,548",0,94,0,0,2,218,"-19,518","1,629",0,"24,090",20,"1,691","3,295",0,0,-469,5,-5,"-1,737",20,6,0,"-2,089","-1,495","5,354",7,-821,1,0,39,2,745,114,0,73,0,1,"35,480",0,"2,427",0,"83,708","16,919",0,0,0,0,0,0,-18,0,0,0,0,0,"27,10,932"
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Coberturas de los flujos de efectivo ..........................................................................................................,"-47,106","8,735","-67,891","-1,483","7,052",0,651,0,0,-798,0,76,"-4,903",0,0,0,0,0,-696,0,0,0,0,0,"-1,220",0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,07,512"
2.4. Coberturas de inversiones netas en negocios en el extranjero ..........................................................................................................,0,"63,122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,122"
2.5. Diferencias de cambio ......................................................................................................................................................................,"16,489",0,0,"-2,263",0,374,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,511"
2.6. Activos no corrientes en venta ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
