Var,0182,0049,0030,0075,0081,0128,0072,0065,0093,0038,0224,1004,0019,0004,0129,0061,0036,0042,0073,0082,0231,0086,0097,0046,0130,0198,0094,0095,0223,0131,0122,0227,0024,0057,0228,0138,0185,0078,0216,0142,0186,0059,0003,0125,0031,0217,0211,0229,0233,0232,0225,0063,0058,0220,0226,0113,0099,0009,0188,0133,0200,0021,0205,0011,0219,0132,0184,0115,0121,0136,0091,0083,
16.2. Otro activo intangible ......................................................................................................................................................................,"63,055",438,"31,486","14,354","36,619","3,167","8,708","7,012",937,0,"15,830",0,0,150,0,801,0,0,0,100,17,"6,729",50,"7,873","5,891",607,289,50,483,"5,617","20,516",0,50,0,517,186,"42,710",0,0,512,126,"8,235",0,126,1,584,0,50,14,"3,867",83,0,316,59,352,0,"1,172","4,065",0,0,"1,085",0,0,"1,820",0,0,0,0,0,0,0,0,"2,96,709"
17. ACTIVOS FISCALES ..................................................................................................................................................................,"32,75,977","30,12,956","6,34,839","3,45,957","6,93,813","2,19,757","1,58,377","3,01,277","73,720",0,"88,214","21,708","94,734","64,837",55,"55,934","4,148","27,108",11,"29,342","6,372","6,616","23,746","34,673","16,640","1,880","4,306","10,909","2,705","23,282","35,855","19,752","18,557","2,794","1,866","2,211","5,021","2,892","11,759",382,"4,385",882,82,"4,267","2,168","6,066","6,514","1,232","4,322","1,818","9,170","3,585","1,168","2,015",303,"9,885",342,"21,932",146,"1,754",224,63,"5,367","4,949",313,19,18,0,100,"2,503",332,0,"94,30,906"
17.1. Corrientes ..................................................................................................................................................................,"1,40,175","13,617","20,907","13,912","33,717","49,850","4,254","25,928","5,079",0,"2,967",0,22,"2,009",0,"1,275",98,"2,166",11,"1,074",397,30,950,"7,639","2,429",891,"2,879","2,486","2,316","3,270","3,138",319,770,0,"1,271","1,108",65,434,378,334,140,100,8,53,851,0,"3,378",18,"2,544",241,554,102,94,149,259,"9,849",342,0,142,0,31,21,62,"4,949",279,0,0,0,0,"1,995",0,0,"3,74,326"
17.2. Diferidos ..................................................................................................................................................................,"31,35,802","29,99,339","6,13,932","3,32,045","6,60,096","1,69,907","1,54,123","2,75,349","68,641",0,"85,247","21,708","94,712","62,828",55,"54,659","4,050","24,942",0,"28,268","5,975","6,586","22,796","27,034","14,211",989,"1,427","8,423",389,"20,012","32,717","19,433","17,787","2,794",595,"1,103","4,956","2,458","11,381",48,"4,245",782,74,"4,214","1,317","6,066","3,136","1,214","1,778","1,577","8,616","3,483","1,074","1,866",44,36,0,"21,932",4,"1,754",193,42,"5,305",0,34,19,18,0,100,508,332,0,"90,56,580"
18. PERIODIFICACIONES ..................................................................................................................................................................,"5,05,276","2,67,045","62,778","18,332","83,666","50,112","78,613","5,074","8,039",0,"4,152",306,"29,482","4,004",0,"7,124","10,920","5,501","3,022","3,103",728,"26,141","2,058",766,"2,409","3,498","2,179","1,893","5,708","7,083","13,667","1,229","1,171",3,"3,955",402,"7,046",589,3,"6,018",27,"1,824",1,1,31,571,42,202,"8,644","12,126",209,0,"5,221","1,178","19,689",8,"3,371","4,966",0,0,"2,626",0,98,"48,574",21,0,0,0,0,9,0,2,"13,42,536"
19. OTROS ACTIVOS ..................................................................................................................................................................,"5,61,914","2,16,206","1,59,345","31,471","3,84,591","2,00,940","20,158","8,031","29,186",0,555,"4,940","1,025","4,639",0,"5,892","7,212","27,948","3,298","3,675",6,"19,975","1,026",693,"25,367","80,795",0,"1,539","2,905",869,"40,689","36,766",620,0,"1,070",884,"1,081",0,37,586,0,"3,039",0,265,315,0,8,275,"2,572","2,348","11,217",6,0,3,0,0,"55,809",284,1,4,0,0,733,342,508,0,0,0,0,0,59,0,"19,63,722"
TOTAL ACTIVO ,"30,01,91,340","28,46,76,011","10,96,77,312","6,77,69,985","7,12,96,929","4,67,15,535","2,35,15,503","2,48,26,980","1,56,86,791","74,27,834","1,87,69,866","1,15,63,354","1,47,78,572","1,09,80,154","74,48,456","81,91,176","77,14,443","90,15,272","39,90,926","48,10,983","76,74,480","51,42,321","40,52,947","35,11,682","41,43,758","90,65,995","34,73,738","36,25,327","24,07,434","37,59,595","35,90,701","14,27,999","19,25,855","12,19,922","5,38,883","15,73,321","23,49,842","6,86,788","22,70,462","5,65,561","6,79,715","8,94,135","3,89,584","10,42,860","3,99,855","17,81,566","6,19,132","10,66,897","9,28,026","7,71,770","27,90,379","31,14,706","3,31,822","3,48,757","11,30,698","2,81,609","4,24,513","35,73,146","1,74,732","73,637","62,143","44,650","10,90,161","1,82,746","85,216","32,608","23,690","20,031","16,667","1,38,760","12,949","9,108","1,13,45,90,301"
PASIVO Y PATRIMONIO NETO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,36,58,091","2,27,13,594","30,64,632","5,53,561","1,38,378","25,65,848","5,97,363","12,448","1,815","3,93,902","38,701","15,895","3,84,723",637,"4,78,223","2,264","1,025","22,459",0,"1,269","41,906","1,04,043",172,"6,282",0,"3,15,151","5,31,028","5,666",0,"48,818",22,261,164,0,0,747,612,574,0,158,"1,150",741,0,891,0,0,"3,815",0,0,0,0,0,15,108,"2,495",0,0,0,"1,13,698",0,0,0,0,43,0,0,0,0,0,0,0,0,"4,58,23,388"
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,92,773","5,24,592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,17,365"
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,13,698",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,13,698"
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5. Derivados de negociación ......................................................................................................................................................................,"1,30,98,200","2,09,83,052","29,67,572","4,62,276","1,38,378","1,03,223","83,217","12,448","1,815","3,93,902","38,701","15,895","3,84,723",637,"4,78,223","2,264","1,025","22,459",0,"1,269","41,906","1,04,043",172,"6,282",0,"1,22,378","6,436","5,666",0,"48,818",22,261,164,0,0,747,612,574,0,158,363,741,0,891,0,0,"1,668",0,0,0,0,0,15,108,"2,495",0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,"3,95,33,842"
1.6. Posiciones cortas de valores ..........................................................................................................,"5,59,891","17,30,542","97,060","91,285",0,"24,62,625","5,14,146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,"2,147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,58,483"
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"2,73,080",0,0,0,0,"19,91,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,08,456"
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,"2,73,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,16,910"
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,"19,91,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,91,546"
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"25,86,97,166","21,94,23,019","9,87,38,291","6,28,63,523","6,53,01,699","4,23,48,805","1,92,42,571","2,35,61,599","1,47,02,596","69,34,375","1,45,22,947","1,08,93,681","1,35,27,958","98,76,694","69,00,530","74,36,668","74,09,036","82,72,427","39,30,682","42,67,846","71,45,993","47,57,539","36,21,307","33,03,122","37,50,081","85,55,414","28,55,958","33,44,737","20,38,258","35,68,681","31,16,982","12,79,028","16,96,958","11,57,575","4,94,219","14,66,420","21,49,950","6,17,028","20,52,756","4,87,992","5,60,759","8,50,826","3,34,434","9,78,746","3,71,616","17,22,585","4,84,319","10,02,501","8,30,609","6,32,224","24,76,967","28,25,450","2,52,161","3,15,965","10,42,019",91,"3,90,504","33,77,318",68,789,"37,134","19,394","10,49,760","70,907","60,636",0,666,10,3,"35,394","1,298",23,"97,60,37,287"
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,27,57,368","31,33,445","11,50,348",0,"3,00,381",24,0,"3,25,134",0,0,0,"18,00,738",0,0,0,"3,35,134",0,"4,41,784",0,0,"25,81,408",0,0,0,0,"71,302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,29,08,371"
4.2. Depósitos de entidades de crédito ..........................................................................................................,"4,16,31,333","3,56,28,124","2,41,13,472","91,61,938","52,47,299","69,69,068","7,35,475","81,77,898","22,03,883",0,"60,91,095","5,79,206","60,20,469","14,11,776","99,682","1,07,043","28,74,016","9,74,907","18,121","7,29,083","19,94,629","25,70,746","9,68,654","6,91,615","18,44,393","59,58,248","1,87,740","11,15,045","96,613","19,63,943","15,75,718","1,45,065","3,07,388","2,532","2,849","7,20,937","6,39,474","1,338","14,30,383","5,053",232,"2,16,267","26,350","6,75,401",514,"13,82,958","1,99,291","6,78,993","1,21,971","56,819","23,53,320","28,25,366","36,867","72,083","7,78,041",0,"6,667","33,59,415",0,762,581,0,"10,41,403","5,916","35,718",0,0,0,0,"32,678","1,298",0,"18,89,05,162"
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"2,23,393",0,0,"1,10,735",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,54,382"
4.4. Depósitos de la clientela ......................................................................................................................................................................,"14,68,91,740","12,96,55,734","5,17,20,825","3,91,80,631","3,48,49,136","2,63,01,310","1,45,14,850","1,43,99,175","1,10,39,074",0,"2,93,952","25,06,539","68,58,211","66,12,898",0,"58,27,379","43,13,259","46,33,706","38,79,902","34,74,139","1,74,725","21,03,183","23,87,787","23,59,243","18,53,709","24,55,382","22,48,246","20,48,456","17,63,530","14,98,580","14,65,168","11,32,163","13,56,127","11,43,497","4,66,713","6,72,416","14,82,763","5,82,044","6,22,018","4,78,154","5,27,633","6,13,168","3,08,035","3,02,194","3,50,916","2,93,625","2,73,162","3,22,728","7,06,435","5,34,590",0,51,"2,11,270","2,39,305","2,35,283",73,"3,72,284","2,612",0,0,"31,088","19,372","3,230",0,"12,495",0,493,0,0,"2,042",0,0,"54,06,08,448"
4.5. Débitos representados por valores negociables ..........................................................................................................,"3,98,59,253","2,88,84,169","1,70,66,707","1,22,92,132","1,99,36,835","77,82,034","31,35,801",0,"8,24,595","59,20,615","70,38,232","59,65,217","1,36,913","17,88,350","67,70,757","10,34,184",0,"16,94,276",0,"46,228","23,35,409",0,"2,44,589",0,0,0,0,"1,39,505",0,0,0,0,"20,589",0,0,"61,232",0,"27,004",0,0,0,0,0,0,"1,290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,30,05,916"
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,24,64,445","1,62,79,228","21,81,945","14,43,591","20,05,309","9,37,327","7,06,959","5,27,352","4,50,759","10,12,054","6,57,266",0,"2,54,933",0,"30,091",0,0,"3,84,272","28,015",0,"47,525",0,0,"1,78,117","31,882","10,654",0,0,"1,61,738","82,228","27,349",0,0,0,0,0,0,0,0,0,0,0,0,0,"10,018","45,150",0,0,0,0,0,0,0,0,0,0,0,"6,025",0,0,0,0,"3,040",0,0,0,0,0,0,0,0,0,"3,99,67,272"
4.7. Otros pasivos financieros ......................................................................................................................................................................,"48,69,634","58,42,319","25,04,994","6,74,496","29,62,739","3,49,042","1,49,486","1,32,040","1,84,285","1,706","4,42,402","41,981","2,57,432","63,670",0,"1,32,928","2,21,761","1,43,482","4,644","18,396","12,297","83,610","20,277","74,147","20,097","49,574","4,19,972","41,731","16,377","23,930","48,747","1,800","12,854","11,546","24,657","11,835","27,713","6,642",355,"4,785","32,894","21,391",49,"1,151","8,878",852,561,780,"2,203","40,815","1,23,647",33,"4,024","4,577","28,695",18,"11,553","9,266",68,27,"5,465",22,"2,087","64,991","12,422",0,173,10,3,674,0,23,"2,02,87,735"
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. DERIVADOS DE COBERTURA ..........................................................................................................,"20,88,420","14,65,645","7,23,286","3,50,227","2,51,983",907,"70,058","2,413","34,137",0,"55,254","3,38,070","52,180","5,946",0,"42,173",46,"77,528","8,867","3,726","3,13,000",0,"2,818","30,058",577,0,0,984,0,0,0,0,532,0,0,0,"3,254",0,64,0,0,0,0,701,0,0,0,64,"4,119",0,0,"8,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,35,570"
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786"
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786"
14. PROVISIONES .............................................................................................................................................................................,"69,26,134","84,23,027","27,11,571","2,68,896","4,92,429","1,64,487","1,77,309","1,47,655","41,178",0,"66,703","29,950","69,439","42,718",138,"57,607","10,126","88,105","2,558","23,259","1,892","20,021","16,285","3,278","51,309",604,317,"22,019",57,"19,313","55,400",627,"17,065","1,189",304,"3,410","2,593",459,"1,259",924,"2,937","4,096",14,741,491,12,"2,026",61,343,812,"1,583","1,395","2,108",916,"1,447",232,179,"12,018",48,"4,376",65,0,0,0,29,135,59,33,694,"2,737",0,0,"2,00,01,201"
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"55,22,948","76,52,457","24,17,370","1,38,984","2,92,450","1,380","1,16,360","1,11,077","9,435",0,"62,475","27,348","26,602","22,730",138,"3,953","3,197","25,618",273,"14,334",22,"6,593","9,078",0,"32,196",0,39,"11,017",0,"9,856","54,667",20,"14,234",68,0,0,0,0,8,0,799,0,0,640,0,0,"1,101",5,0,0,0,0,0,0,0,114,0,"8,015",0,"4,376",0,0,0,0,0,48,59,0,325,0,0,0,"1,66,02,409"
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"26,773","2,830",0,"14,647",0,0,0,0,0,"13,627","3,706",0,0,0,0,0,"2,559",0,0,685,0,"11,033",0,0,7,57,0,0,0,207,0,0,0,0,0,25,206,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,"77,263"
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"4,61,903","3,70,423","1,12,219","1,02,004","91,599","32,655","19,584","17,572","31,743",0,"1,039",136,"20,251","15,050",0,"8,503",292,"12,078",3,"6,366","1,870","2,053","6,522","3,278","7,124",604,275,"7,598",0,"2,325",453,0,782,1,0,"1,255","2,593",459,"1,226",647,312,158,14,101,491,10,416,1,343,122,39,0,"1,086",0,734,64,179,"1,489",48,0,65,0,0,0,29,1,0,1,33,"1,557",0,0,"13,49,778"
14.4. Otras provisiones ......................................................................................................................................................................,"9,41,283","4,00,147","1,81,982","1,135","1,05,550","1,30,452","26,718","19,006",0,0,"3,189","2,466","8,959","1,232",0,"45,151","6,637","50,409","2,282",0,0,"11,375",0,0,956,0,3,"3,397",0,"7,132",280,607,"1,842","1,120",304,"2,155",0,0,0,71,"1,826","3,938",0,0,0,2,509,0,0,690,"1,544","1,395","1,022",916,713,54,0,"2,514",0,0,0,0,0,0,0,86,0,32,336,334,0,0,"19,71,751"
15. PASIVOS FISCALES ..................................................................................................................................................................,"12,49,537","1,67,477","13,652","99,065","3,53,553","1,00,590","1,25,178","46,412","59,239",0,"1,27,789","3,841","15,635","29,518",155,"24,878",0,"46,505",0,"12,605","9,175",346,"10,248","3,316",271,"1,249","5,241","17,963","1,993","7,193","22,250",190,"5,305","9,569","1,585","1,603","19,379","6,623","3,830","1,185",104,212,318,"1,360",747,"1,168","15,868","1,725","4,095",0,"11,922","3,024",944,748,44,"26,018",20,"7,723","7,406",0,108,135,"1,098","9,371",0,112,0,0,90,899,0,0,"26,99,402"
15.1. Corrientes ...........................................................................................................................................................................,0,0,0,"73,749","2,79,490","37,397","6,763","35,381","19,641",0,"8,557","3,841","9,241","29,223",155,"4,650",0,"9,960",0,"12,560","1,750",0,"10,068","1,272",0,838,"4,087","17,932","1,081","7,193","10,367",0,"5,268","9,569","1,573","1,603",0,"1,089","3,830",802,0,51,295,"1,360",0,"1,115","4,896","1,725","4,095",0,"10,742",37,0,113,0,0,0,"6,010",0,0,108,135,"1,098","9,371",0,112,0,0,90,899,0,0,"6,51,182"
15.2. Diferidos ............................................................................................................................................................................,"12,49,537","1,67,477","13,652","25,316","74,063","63,193","1,18,415","11,031","39,598",0,"1,19,232",0,"6,394",295,0,"20,228",0,"36,545",0,45,"7,425",346,180,"2,044",271,411,"1,154",31,912,0,"11,883",190,37,0,12,0,"19,379","5,534",0,383,104,161,23,0,747,53,"10,972",0,0,0,"1,180","2,987",944,635,44,"26,018",20,"1,713","7,406",0,0,0,0,0,0,0,0,0,0,0,0,0,"20,48,220"
16. PERIODIFICACIONES ..................................................................................................................................................................,"7,36,057","8,79,670","3,24,732","2,01,551","1,90,810","88,467","90,408","1,63,549","39,338",335,"19,683","1,362","78,205","35,435",0,"27,087","23,709","44,673","5,362","16,638","5,642","28,691","15,249","8,638","6,163","9,150","4,785","12,858","10,254","25,458","38,800","7,897","5,399",848,"3,057","3,341","2,878",626,"1,970","5,511","1,132","2,174",6,"1,357","1,740","1,635","3,729","1,975","5,674",0,"19,912",317,"8,506",876,"13,012",0,"4,031","11,794",194,104,"1,852",4,"2,754","44,807",257,0,49,19,0,581,108,4,"32,92,889"
17. OTROS PASIVOS ........................................................................................................................................................................,"1,04,998","9,60,924","4,473","29,827","2,65,964","71,067","3,522","17,316","7,968",0,"19,623",223,0,"8,241",0,"4,508","54,432","2,070","1,589","2,475","4,170","17,015","1,494",433,"19,894","1,988",108,"3,278","1,476","2,409","65,155","3,597","1,323",20,374,"2,331",354,0,"2,129",405,282,0,0,0,14,"1,660",315,489,"8,219","7,424",0,1,0,13,0,0,441,"3,823",0,0,0,0,"1,046","2,837",0,0,1,133,0,0,0,0,"17,13,871"
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2. Resto ................................................................................................................................................................................,"1,04,998","9,60,924","4,473","29,827","2,65,964","71,067","3,522","17,316","7,968",0,"19,623",223,0,"8,241",0,"4,508","54,432","2,070","1,589","2,475","4,170","17,015","1,494",433,"19,894","1,988",108,"3,278","1,476","2,409","65,155","3,597","1,323",20,374,"2,331",354,0,"2,129",405,282,0,0,0,14,"1,660",315,489,"8,219","7,424",0,1,0,13,0,0,441,"3,823",0,0,0,0,"1,046","2,837",0,0,1,133,0,0,0,0,"17,13,871"
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,0,"5,05,514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,05,514"
TOTAL PASIVO,"28,34,60,403","25,43,06,436","10,55,80,637","6,43,66,650","6,75,00,330","4,53,40,171","2,22,97,955","2,39,51,392","1,48,86,271","73,28,612","1,48,50,700","1,12,83,022","1,41,28,140","99,99,189","73,79,046","75,95,185","74,98,374","85,53,767","39,49,058","43,27,818","75,21,778","49,27,655","36,67,573","33,55,127","38,28,295","88,83,556","33,99,223","34,07,505","20,52,038","36,71,872","32,98,609","12,91,600","17,26,746","11,69,201","4,99,539","14,77,852","21,79,020","6,25,310","20,62,008","4,96,175","5,66,364","8,58,049","3,34,772","9,83,796","3,74,608","17,27,060","5,10,072","10,06,815","8,96,889","6,40,460","25,10,384","28,38,720","2,63,734","3,18,626","10,59,017","26,341","3,95,175","34,12,676","1,21,414","5,269","39,159","19,533","10,54,658","1,27,965","60,922",247,775,195,787,"39,611","1,406",27,"1,05,83,19,364"
PATRIMONIO NETO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"22,64,193","1,60,053","-48,349","13,197","63,682","17,089","1,80,695","-13,943","39,331",0,"17,669","-6,877","-1,910",46,0,"1,966","13,319","34,436","-2,856",46,"14,744","1,789",261,"-6,898",171,759,"2,390",63,0,-354,-577,246,49,0,27,-472,152,"6,365",0,620,-624,105,54,0,734,114,"22,768",0,1,760,0,0,"1,527",233,0,"60,710",42,0,"26,591",0,0,0,0,0,-41,0,0,0,0,0,0,0,"28,64,096"
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"23,66,650","1,46,238","-1,626","5,732","63,753","15,834","1,80,483","-14,491","39,331",0,312,"-6,877","10,281",46,0,"1,889","13,319","34,272",0,46,"13,211","1,789",261,"-6,898",171,759,"2,390",63,0,-354,-577,246,49,0,27,-472,196,"6,365",0,620,-624,105,54,0,734,114,"22,768",0,0,760,0,0,"1,527",233,0,"60,710",42,0,"26,591",0,0,0,0,0,-41,0,0,0,0,0,0,0,"29,86,011"
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Coberturas de los flujos de efectivo ..........................................................................................................,"-94,717","13,815","-46,723","7,465",400,0,212,548,0,0,"17,357",0,"-12,191",0,0,0,0,164,"-2,856",0,"1,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,15,037"
2.4. Coberturas de inversiones netas en negocios en el extranjero ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
