Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0131,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,
16.2. Otro activo intangible ......................................................................................................................................................................,"66,110",442,"29,976","36,221","15,066","3,487","8,996","7,735",906,"15,417",144,0,0,935,0,0,0,0,95,0,47,"8,154",6,599,47,247,"6,677",461,"6,112","21,191",6459,"42,401",48,0,0,0,168,13,0,"8,605","3,692",143,538,482,"1,188",565,1,48,0,119,0,440,77,302,0,56,0,"4,309",0,0,0,"1,935","1,070",0,0,0,0,0,0,0,0,0,"3,01,730"
17. ACTIVOS FISCALES ..................................................................................................................................................................,"32,81,102","30,17,259","6,55,216","7,02,372","3,48,064","2,17,812","1,62,036","3,05,148","72,892","75,185","64,710","19,277","97,222","55,439","27,822",0,55,"4,249","29,046",1,"24,149","37,632","5,986","2,603","9,957","4,638","6,622","3,510","15,346","35,855",21365,"5,043","18,360","19,749","2,631","11,684","2,398","4,341","2,933",883,281,"4,359",375,"1,875",361,"6,066","2,171","1,227",83,"6,194","6,564",291,"9,170","1,209","3,883","2,414","9,885","21,739",209,"2,587","1,754","4,949",192,63,"5,327",313,19,18,0,100,332,0,"94,64,602"
17.1. Corrientes ..................................................................................................................................................................,"1,47,736","17,905","2,641","42,375","16,894","48,048","7,294","30,073","4,251","2,319","1,983",0,370,780,"3,253",0,0,199,852,1,"1,356","4,157",11,"1,614","1,679","3,210",36,"3,105","1,135","3,138",2015,74,764,320,0,352,"1,037","2,533",475,100,88,145,324,"1,280",361,0,856,20,8,"1,980","3,395",256,554,135,0,166,"9,848",0,206,"2,079",0,"4,949",0,21,20,279,0,0,0,0,0,0,"3,81,055"
17.2. Diferidos ..................................................................................................................................................................,"31,33,366","29,99,354","6,52,575","6,59,997","3,31,170","1,69,764","1,54,742","2,75,075","68,641","72,866","62,727","19,277","96,852","54,659","24,569",0,55,"4,050","28,194",0,"22,793","33,475","5,975",989,"8,278","1,428","6,586",405,"14,211","32,717",19350,"4,969","17,596","19,429","2,631","11,332","1,361","1,808","2,458",783,193,"4,214",51,595,0,"6,066","1,315","1,207",75,"4,214","3,169",35,"8,616","1,074","3,883","2,248",37,"21,739",3,508,"1,754",0,192,42,"5,307",34,19,18,0,100,332,0,"90,83,547"
18. PERIODIFICACIONES ..................................................................................................................................................................,"4,23,319","2,18,156","58,814","93,830","23,317","41,655","75,875","5,976","7,676","4,713","5,264",75,"33,936","3,169","2,868",0,0,"9,367","3,310","3,011","2,456",741,742,"1,451","1,948","2,536","24,836","6,570","2,506","12,781",7440,"8,648","1,373","1,256","4,665",3,753,"6,221",901,"1,129","14,302",110,"2,663","2,606","2,316",721,26,307,1,121,45,"18,192",283,"2,672",0,"1,865",8,"9,631",26,26,29,"17,562","2,371",0,64,28,0,5,0,1,0,2,"11,79,270"
19. OTROS ACTIVOS ..................................................................................................................................................................,"5,84,003","2,37,561","1,63,895","4,99,293","30,323","66,619","19,524","6,397","31,362","5,026","2,583",956,"1,430","3,261","8,281",0,1,"4,11,036","2,591",120,"1,137","1,049",89,"40,079","1,409",0,"76,416","1,810","18,085","40,297",621,"1,22,929","1,442","1,543",1,53,882,"2,853",0,"1,975",0,0,791,"2,496",199,278,0,488,0,327,0,0,"11,215",0,6,3,1,"2,748",1,0,4,"1,564",0,0,913,578,1,0,0,1,59,0,"24,08,605"
TOTAL ACTIVO ,"30,66,70,441","28,53,52,299","10,16,96,347","6,99,48,483","6,57,61,073","4,81,84,023","2,48,45,491","2,49,75,685","1,58,54,627","1,80,02,379","1,09,11,789","1,13,92,888","1,57,20,887","80,34,429","88,23,576","55,20,655","70,08,716","84,12,543","49,00,656","40,05,094","40,14,166","34,64,294","82,26,822","82,09,745","36,40,506","37,81,549","52,62,431","24,56,505","39,58,533","36,01,283",3328583,"25,96,794","18,76,135","14,41,648","8,65,516","24,35,911","15,46,972","7,53,935","6,86,980","8,70,311","8,55,705","6,37,120","5,50,425","5,91,197","3,96,907","18,02,043","4,12,681","10,70,258","3,81,452","10,87,791","5,96,106","11,73,227","28,28,461","3,45,346","31,42,535","3,62,574","2,93,952","37,38,788","1,83,280","1,38,655","73,668","4,15,345","61,633","44,852","11,04,944","68,855","32,706","23,557","20,074","16,707","12,982","9,110","1,13,15,13,636"
PASIVO Y PATRIMONIO NETO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
PASIVO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,31,29,297","2,18,55,917","33,17,505","1,47,454","5,30,156","20,88,688","5,98,905","52,703","2,172","41,580",684,"32,906","3,76,550","2,324","1,33,974","4,71,749","4,98,274","3,537","1,297",0,362,"6,793","1,17,830","3,39,477","3,645","6,66,883","97,785",0,0,"15,13,198",19829,647,194,280,0,0,512,0,644,748,0,"1,013",148,0,0,0,0,0,0,920,"1,534","9,279","23,96,861",12,0,68,0,301,"1,19,895",0,0,369,0,0,0,0,0,0,0,0,0,0,"4,85,84,899"
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,04,242",0,"6,60,586",0,0,0,"15,13,176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,96,861",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,74,867"
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,19,893",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,19,893"
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5. Derivados de negociación ......................................................................................................................................................................,"1,25,01,208","2,01,43,686","31,98,211","1,47,454","4,44,785","1,10,985","74,887","52,703","2,172","41,580",684,"32,906","3,76,550","2,324","20,691","4,71,749","4,98,274","3,537","1,297",0,362,"6,793","1,17,830","1,35,235","3,645","6,297","97,785",0,0,22,19829,647,194,280,0,0,512,0,644,748,0,270,148,0,0,0,0,0,0,920,"1,534","9,279",0,12,0,68,0,301,0,0,0,369,0,0,0,0,0,0,0,0,0,0,"3,85,29,407"
1.6. Posiciones cortas de valores ..........................................................................................................,"6,28,089","17,12,231","1,19,294",0,"85,371","19,77,703","5,24,018",0,0,0,0,0,0,0,"1,13,283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,60,732"
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"2,71,454",0,0,0,0,"19,83,401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,02,853"
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,"2,71,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,19,452"
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,"19,83,401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,83,401"
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"26,53,94,828","22,34,31,448","9,04,06,236","6,41,02,953","6,08,30,147","4,42,85,396","2,05,52,681","2,36,19,531","1,48,43,677","1,37,62,109","97,83,502","1,07,60,075","1,44,60,073","72,55,594","79,75,310","49,49,621","64,40,603","76,61,063","43,49,228","39,39,895","35,76,598","32,49,418","71,87,895","76,65,649","33,57,654","30,26,317","48,28,399","20,88,540","35,64,955","16,18,095",3160120,"23,88,588","16,44,570","12,83,595","7,97,211","22,21,178","14,38,624","6,51,429","6,15,651","8,24,723","7,64,236","5,17,810","4,72,327","5,47,278","3,61,695","17,41,751","3,83,605","10,05,539","3,26,075","10,21,445","4,26,526","10,75,074","1,17,176","2,64,663","28,50,806","3,29,368",87,"35,44,040",144,"36,024",804,"3,27,664","36,909","19,527","10,66,105","44,063",0,554,4,3,"1,298",22,"97,12,75,801"
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,34,17,728","31,76,574","10,84,520",745,0,24,0,"2,94,736","29,238",0,0,"18,86,309",0,"1,88,631","3,33,312",0,0,0,0,0,0,0,"27,73,721","50,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,32,46,651"
4.2. Depósitos de entidades de crédito ..........................................................................................................,"3,91,97,846","3,33,95,799","1,93,38,392","52,30,786","93,85,823","70,46,468","13,58,835","81,42,519","22,95,448","57,66,597","13,72,687","6,01,929","59,28,546","1,47,512","9,04,032",0,"1,00,141","30,63,474","7,70,205","12,949","9,19,737","7,22,719","18,38,225","51,12,901","11,71,067","92,945","25,94,574","98,189","17,23,727",0,1570533,"3,65,052","2,61,004","1,38,711","2,753","15,99,862","6,92,620","1,35,647",275,"1,91,627","35,199",733,"6,232","39,989","10,906","13,82,373",47,"6,80,354","11,321","7,17,174","1,70,330","7,13,640",0,"36,191","28,50,739","83,682",0,"35,24,578",0,"32,728",762,942,594,0,"10,56,610","21,283",0,0,0,0,"1,298",0,"17,46,69,861"
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"23,307",0,0,0,"10,739","2,60,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,04,300"
4.4. Depósitos de la clientela ......................................................................................................................................................................,"15,21,68,659","13,13,47,974","4,71,35,636","3,34,78,832","3,56,77,948","2,74,42,285","1,47,20,396","1,45,01,530","1,09,00,119","2,36,435","64,00,848","22,57,137","75,70,063","56,70,372","45,06,966",0,0,"43,36,162","34,60,732","38,82,074","23,26,297","22,89,408","1,86,169","24,54,649","19,97,827","23,55,535","21,10,200","18,13,156","17,70,948","14,92,208",1491845,"17,68,657","13,37,771","11,40,998","7,93,404","6,20,777","6,66,225","5,09,236","5,85,629","6,18,621","5,76,413","4,88,293","4,60,201","4,94,682","3,40,701","3,13,398","3,60,313","3,24,165","3,14,644","2,98,644","2,44,375","3,56,063",0,"2,21,727",51,"2,40,165",73,"4,059",0,"2,832",0,0,"33,616","19,513","3,783","9,831",0,524,0,0,0,0,"53,91,31,794"
4.5. Débitos representados por valores negociables ..........................................................................................................,"4,16,06,979","2,83,79,333","1,68,73,772","2,09,13,303","1,32,10,707","76,23,990","35,18,722",0,"8,20,604","70,60,290","18,08,432","59,64,228","1,36,213","11,08,112","16,90,781","39,32,708","63,10,262",0,"48,273",0,"2,63,464",0,"23,32,791",0,"1,27,670",0,0,0,0,0,0,0,"20,493",0,0,0,"56,589",0,"20,534",0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,38,29,248"
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,24,23,882","1,72,56,496","21,85,947","20,11,677","14,43,579","9,36,555","7,03,550","5,23,114","4,51,043","6,59,124",0,0,"2,55,642",0,"3,84,618","10,15,650","30,195",0,0,"28,128",0,"1,77,757","47,604","10,579",0,0,0,"1,61,706","31,492","27,444",81645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,147","10,049",0,0,0,0,0,0,0,0,0,0,"6,047",0,0,0,0,0,0,"3,051",0,0,0,0,0,0,0,"4,09,11,721"
4.7. Otros pasivos financieros ......................................................................................................................................................................,"65,56,427","98,75,272","37,87,969","24,67,610","11,01,351","9,76,074","2,51,178","1,57,632","3,47,225","39,663","2,01,535","50,472","5,69,609","1,40,967","1,55,601","1,263",5,"2,61,427","70,018","16,744","67,100","59,534","9,385","27,001","61,090","5,77,837","1,23,625","15,489","38,788","98,443",16097,"2,54,879","25,302","3,886","1,054",539,"23,190","6,546","9,213","14,475","1,52,624","28,784","5,894","12,607","10,088",833,"12,198","1,020",110,"5,627",973,"5,371","1,17,176","6,745",16,"5,521",14,"9,356",144,464,42,"3,26,722","2,699",14,"2,661","12,949",0,30,4,3,0,22,"2,91,82,226"
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. DERIVADOS DE COBERTURA ..........................................................................................................,"23,24,504","16,58,320","7,98,031","3,68,115","3,41,951",119,"86,900","50,444","42,045","75,943","6,083","2,76,166","60,491","60,364","69,358",0,0,46,"3,893","9,272","3,014","31,966","7,43,831",0,"1,025",0,0,0,656,0,0,"3,315",544,0,0,51,0,"3,352",0,0,0,0,0,0,0,0,0,51,0,688,0,0,0,0,"10,419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,30,957"
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786"
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786"
14. PROVISIONES .............................................................................................................................................................................,"66,79,309","84,67,127","27,15,236","4,74,843","2,64,720","1,64,991","1,76,296","1,46,164","40,130","67,194","42,182","28,760","68,777","57,694","89,022",0,138,"10,173","23,132","2,599","16,171","3,278","1,929",604,"21,886",318,"20,003",57,"50,189","55,307",18878,"2,647","16,914",627,"1,189","1,051","3,384",347,457,"4,026",304,"2,934",926,324,179,12,485,61,14,747,"2,008","1,453","1,661","2,048","1,095",916,232,"11,302",48,"2,738","4,364",0,50,0,0,29,135,59,33,695,0,0,"1,97,72,601"
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"52,85,372","76,28,113","24,10,835","2,76,403","1,36,999","1,380","1,15,408","1,10,326","9,435","61,878","22,441","26,158","25,671","3,890","25,070",0,138,"3,242","14,157",276,"8,971",0,0,0,"10,885",40,"6,578",0,"32,152","54,570",9857,0,"14,070",20,68,8,0,0,0,0,0,808,0,0,0,0,0,5,0,646,"1,113",0,0,0,0,0,114,"7,299",0,0,"4,364",0,0,0,0,0,48,59,0,326,0,0,"1,63,09,193"
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","27,102",0,"14,647",0,0,0,"3,803",0,"13,627",0,0,0,0,0,"2,617",0,695,0,0,0,7,0,0,57,"11,158",0,0,0,218,0,0,25,0,0,0,0,0,0,206,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,"77,893"
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"4,50,007","4,62,971","1,12,241","90,075","99,484","33,070","18,625","16,834","30,695","1,095","14,706",136,"20,510","8,657","12,506",0,0,294,"6,358",41,"6,505","3,278","1,919",604,"7,597",275,"2,050",0,"5,922",453,1889,"2,647",784,0,1,"1,018","1,229",347,457,158,122,300,649,0,179,10,485,1,14,101,387,741,39,"1,086",0,0,64,"1,489",48,"1,558",0,0,50,0,0,29,1,0,1,33,0,0,"14,22,825"
14.4. Otras provisiones ......................................................................................................................................................................,"9,43,930","3,76,043","1,92,160","1,05,535","1,135","1,30,541","27,616","19,004",0,"4,221","1,232","2,466","8,969","45,147","51,446",0,0,"6,637",0,"2,282",0,0,10,0,"3,397",3,"11,375",0,957,284,7132,0,"1,842",607,"1,120",0,"2,155",0,0,"3,868",182,"1,826",71,324,0,2,0,0,0,0,508,712,"1,622",962,"1,095",916,54,"2,514",0,334,0,0,0,0,0,0,86,0,32,336,0,0,"19,62,690"
15. PASIVOS FISCALES ..................................................................................................................................................................,"12,92,973","1,67,477","12,955","3,70,048","1,17,848","95,363","1,26,957","46,412","63,522","1,07,802","36,126","2,302","18,050","24,953","47,655",0,155,0,"16,022",0,"12,757","4,601","10,211","1,928","18,749","5,945",346,"1,370",256,"22,223",17725,"21,559","6,437",253,"9,569","3,815","1,646","4,555","7,065",196,0,209,"1,099","1,653",19,"1,168",766,"1,655",386,"3,283","28,639",0,"11,922",944,"3,598",713,"32,162","7,723","8,006",0,0,"9,407",108,154,"1,161",0,112,3,0,90,0,0,"28,12,806"
15.1. Corrientes ...........................................................................................................................................................................,0,0,0,"2,95,441","91,362","38,218","6,818","35,381","23,753",222,"35,834","2,302","11,771","4,650","11,483",0,155,0,"15,975",0,"12,576",0,"2,800","1,555","18,716","4,695",0,442,0,"10,340",17725,"2,253","6,398",0,"9,569","3,815","1,632","4,555","1,513",35,0,110,717,"1,641",0,"1,115",0,"1,655",363,"3,283","8,247",0,"10,742",0,212,113,0,"6,010",0,0,0,"9,407",108,154,"1,161",0,112,3,0,90,0,0,"7,17,227"
15.2. Diferidos ............................................................................................................................................................................,"12,92,973","1,67,477","12,955","74,607","26,486","57,145","1,20,139","11,031","39,769","1,07,580",292,0,"6,279","20,303","36,172",0,0,0,47,0,181,"4,601","7,411",373,33,"1,250",346,928,256,"11,883",0,"19,306",39,253,0,0,14,0,"5,552",161,0,99,382,12,19,53,766,0,23,0,"20,392",0,"1,180",944,"3,386",600,"32,162","1,713","8,006",0,0,0,0,0,0,0,0,0,0,0,0,0,"20,95,579"
16. PERIODIFICACIONES ..................................................................................................................................................................,"7,87,407","8,15,905","3,34,063","2,04,995","1,85,359","1,33,603","89,784","1,62,630","45,521","17,218","31,721","1,472","86,497","29,727","43,362",43,44,"23,107","14,880","5,577","13,664","10,471","6,023","8,731","11,939","4,248","28,123","9,952","8,264","37,252",26243,"4,146","4,832","7,264","2,678","1,743","3,041","3,015",734,"4,055",0,"1,246","5,761","2,160","4,879","1,874","1,633","2,201",23,"1,569","3,329","13,951","19,018","8,119",305,"1,335",37,"12,857",497,645,98,"20,974","1,472",7,"2,057",244,32,18,37,13,119,6,"33,15,849"
17. OTROS PASIVOS ........................................................................................................................................................................,"2,27,007","2,23,827","48,748","1,13,221","85,533","71,230","19,122","21,641","16,688","9,922","30,548","4,782","5,270","7,707","3,391",20,92,"4,96,912","9,036","6,452","6,224","1,525","6,454","11,003","7,785","1,337","72,894","1,190","18,772","63,116",-1926,"5,249","3,533","13,128","4,148",-381,"4,800","12,102",903,447,"6,350",524,783,437,806,"2,732",898,669,142,75,"7,102","1,789","1,829","1,472",326,66,78,"2,095",-28,99,34,"2,150",110,47,118,225,66,7,164,27,22,1,"16,64,667"
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2. Resto ................................................................................................................................................................................,"2,27,007","2,23,827","48,748","1,13,221","85,533","71,230","19,122","21,641","16,688","9,922","30,548","4,782","5,270","7,707","3,391",20,92,"4,96,912","9,036","6,452","6,224","1,525","6,454","11,003","7,785","1,337","72,894","1,190","18,772","63,116",-1926,"5,249","3,533","13,128","4,148",-381,"4,800","12,102",903,447,"6,350",524,783,437,806,"2,732",898,669,142,75,"7,102","1,789","1,829","1,472",326,66,78,"2,095",-28,99,34,"2,150",110,47,118,225,66,7,164,27,22,1,"16,64,667"
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,"5,07,753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,07,753"
TOTAL PASIVO,"28,98,35,325","25,68,91,475","9,76,32,774","6,62,89,382","6,23,55,714","4,68,39,390","2,36,34,046","2,40,99,525","1,50,53,755","1,40,81,768","99,30,846","1,11,06,463","1,50,75,708","74,38,363","83,62,072","54,21,433","69,39,306","81,94,838","44,17,488","39,63,795","36,28,790","33,08,052","80,74,173","80,27,392","34,22,683","37,06,834","50,47,550","21,01,109","36,43,092","33,09,191",3240869,"24,26,151","16,77,024","13,05,147","8,14,795","22,27,457","14,52,007","7,22,798","6,25,454","8,34,195","7,70,890","5,23,736","4,81,044","5,51,852","3,67,578","17,47,537","3,87,387","10,10,176","3,26,640","10,28,727","4,69,138","11,01,546","25,48,467","2,77,258","28,66,549","3,32,466","32,596","35,78,318","1,28,562","39,506","5,300","3,60,564","38,649","19,735","10,69,441","44,561",345,641,238,828,"1,439",29,"1,05,72,69,972"
PATRIMONIO NETO , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"23,45,770","1,71,050","-81,451","64,741","15,221","1,525","1,83,366","-13,371","39,684","19,114",23,-784,"-7,154","2,041","34,435",0,0,"14,955",49,"-3,425",264,"-7,211","14,691",673,64,"2,590","2,004",0,149,-577,-363,-27,52,348,0,0,-976,1,"6,412",136,0,-618,615,27,33,114,781,0,54,0,"40,676",0,0,"1,527",0,210,"66,799",0,"27,991",0,0,0,0,0,0,-42,0,0,0,0,0,0,"29,42,186"
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"24,45,420","1,56,234","-5,939","63,319","6,406",781,"1,83,366","-15,970","39,684",360,23,-784,"10,020","1,951","34,399",0,0,"14,955",49,0,264,"-7,211","12,791",673,64,"2,590","2,004",0,149,-577,-363,268,52,348,0,0,-976,0,"6,412",136,0,-618,615,27,33,114,781,0,54,0,"40,676",0,0,"1,527",0,210,"66,799",0,"27,991",0,0,0,0,0,0,-42,0,0,0,0,0,0,"30,89,065"
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Coberturas de los flujos de efectivo ..........................................................................................................,"-98,567","14,816","-75,512","1,696","8,815",0,0,"2,599",0,"18,754",0,0,"-17,174",0,36,0,0,0,0,"-3,425",0,0,"1,900",0,0,0,0,0,0,0,0,-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,46,357"
2.4. Coberturas de inversiones netas en negocios en el extranjero ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
