Var,0182,0049,0030,0081,0075,0128,0072,0065,0093,0224,0004,1004,0019,0061,0042,0038,0129,0036,0082,0073,0097,0046,0231,0198,0095,0094,0086,0223,0130,0122,0131,0185,0024,0227,0057,0216,0138,0233,0078,0059,0232,0186,0142,0228,0099,0217,0031,0229,0003,0125,0211,0226,0225,0058,0063,0220,0113,0009,0188,0136,0133,0011,0200,0021,0205,0219,0132,0184,0115,0121,0091,0083,
16.2. Otro activo intangible ......................................................................................................................................................................,"66,232",436,"30,904","35,697","15,732","3,739","9,110","7,911",874,"15,424",137,0,0,898,0,0,0,0,91,0,45,"7,867",0,649,45,308,"6,615",440,"6,717","21,046",7207,"42,104",46,0,0,0,158,12,0,"8,364","3,642",177,523,447,"1,159",555,1,46,0,112,0,429,71,289,0,53,0,"4,305",0,0,0,"2,004","1,053",0,0,0,0,0,0,0,0,0,"3,03,674"
17. ACTIVOS FISCALES ..................................................................................................................................................................,"32,74,060","30,17,948","6,37,332","7,05,193","3,46,359","2,17,582","1,61,955","2,95,731","81,404","81,612","64,337","18,960","95,707","55,308","27,202",0,54,"4,494","28,894",3,"24,070","36,367","5,990","2,483","9,281","4,767","6,614","3,476","15,282","35,855",22084,"5,030","18,242","19,748","2,631","11,474","2,054","4,425","2,990",883,272,"4,311",387,"1,866",374,"6,066","2,170","1,239",83,"6,172","6,666",144,"9,169","1,206","2,844","2,592","9,884","21,972",209,"2,596","1,754","4,949",162,63,"5,332",313,19,18,0,100,332,0,"94,41,145"
17.1. Corrientes ..................................................................................................................................................................,"1,51,392","18,581","2,852","45,224","14,733","47,963","8,099","20,834","12,763","2,433","1,887",12,778,649,"2,630",0,0,444,"1,036",3,"1,518","9,332",15,"1,494","1,136","3,339",28,"3,055","1,071","3,138",2178,74,677,320,0,72,979,"2,551",533,71,79,159,335,"1,271",39,0,858,36,8,"1,958","3,398",118,554,132,0,229,"9,849",0,206,"2,088",0,"4,949",0,21,25,279,0,0,0,0,0,0,"3,90,485"
17.2. Diferidos ..................................................................................................................................................................,"31,22,668","29,99,367","6,34,480","6,59,969","3,31,626","1,69,619","1,53,856","2,74,897","68,641","79,179","62,450","18,948","94,929","54,659","24,572",0,54,"4,050","27,858",0,"22,552","27,035","5,975",989,"8,145","1,428","6,586",421,"14,211","32,717",19906,"4,956","17,565","19,428","2,631","11,402","1,075","1,874","2,457",812,193,"4,152",52,595,335,"6,066","1,312","1,203",75,"4,214","3,268",26,"8,615","1,074","2,844","2,363",35,"21,972",3,508,"1,754",0,162,42,"5,307",35,19,18,0,100,332,0,"90,50,661"
18. PERIODIFICACIONES ..................................................................................................................................................................,"5,24,721","3,38,627","65,232","1,17,327","41,492","15,593","90,024","9,045","11,542","4,306","7,925",216,"42,064","6,602","4,867",0,0,"10,650","4,174","4,730","2,821","2,055",631,"1,896","2,540","1,982","26,383","7,323","3,704","15,479",7943,"10,151","1,451","2,174","8,868",6,693,"6,814",658,"1,722","15,426",106,"3,484",824,"3,522",682,197,366,130,417,95,"20,081",259,"3,734",0,"1,415",8,"10,748",25,42,60,"34,421","1,851",7,134,55,0,4,0,3,0,3,"15,02,530"
19. OTROS ACTIVOS ..................................................................................................................................................................,"4,73,022","3,51,751","1,59,687","68,799","38,879","20,158","18,996","4,058","44,114","5,099","7,889",468,"2,248","2,927","18,203",0,2,"6,148","2,372",417,"1,129",901,5,"41,452",935,0,"1,71,660","4,347","45,234","1,45,598",889,"2,778",775,"47,477",11,15,864,"1,631",0,684,0,0,820,837,601,315,47,600,0,267,307,0,"11,298",0,7,3,2,"3,227",1,0,4,642,0,0,"1,034",656,3,0,0,2,59,0,"17,12,354"
TOTAL ACTIVO ,"31,43,70,531","28,94,91,735","10,45,99,155","6,92,70,552","6,80,72,364","4,75,02,304","2,46,25,583","2,55,16,599","1,63,64,456","1,79,40,804","1,09,10,104","1,14,45,413","1,55,54,053","83,36,088","88,54,268","54,62,981","75,25,214","75,21,258","47,75,294","40,07,666","40,11,722","35,54,978","82,75,338","86,32,659","36,30,823","30,37,346","54,46,274","25,02,798","40,07,850","36,78,679",3401456,"22,37,526","18,65,192","15,21,321","8,42,539","24,32,651","15,51,866","8,10,289","6,86,654","8,27,892","10,33,895","6,37,679","5,77,391","4,67,234","2,79,410","18,07,130","4,16,318","10,71,913","3,86,268","11,10,874","6,05,365","12,34,864","28,60,217","3,11,209","33,25,132","3,71,998","3,04,379","38,30,282","1,83,648","1,41,144","73,748","1,97,385","65,956","44,901","11,31,606","86,635","32,794","23,606","20,137","16,753","13,015","9,113","1,14,77,74,274"
PASIVO Y PATRIMONIO NETO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
PASIVO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,39,53,822","2,62,63,183","32,09,607","1,50,195","5,28,159","19,87,508","6,00,046","44,640","2,846","49,424","1,773","30,872","4,01,248","2,442","1,35,711","4,10,624","4,43,727","2,924","2,408",0,864,"7,682","1,18,646","3,38,193","3,380","1,33,316","85,207",0,0,22,24856,485,294,273,0,0,323,0,672,740,0,978,142,0,0,0,0,0,0,873,"2,101","7,229","24,20,514",5,0,13,0,"1,166","1,22,110",0,0,144,0,0,0,0,0,0,0,0,0,0,"5,14,91,387"
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,04,096",0,"1,27,448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,20,514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,52,058"
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,22,110",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,22,110"
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5. Derivados de negociación ......................................................................................................................................................................,"1,33,78,353","2,44,93,948","30,51,236","1,50,195","4,51,629","2,01,430","80,415","44,640","2,846","49,424","1,773","30,872","4,01,248","2,442","21,793","4,10,624","4,43,727","2,924","2,408",0,864,"7,682","1,18,646","1,34,097","3,380","5,868","85,207",0,0,22,24856,485,294,273,0,0,323,0,672,740,0,270,142,0,0,0,0,0,0,873,"2,101","7,229",0,5,0,13,0,"1,166",0,0,0,144,0,0,0,0,0,0,0,0,0,0,"4,36,17,279"
1.6. Posiciones cortas de valores ..........................................................................................................,"5,75,469","17,69,235","1,58,371",0,"76,530","17,86,078","5,19,631",0,0,0,0,0,0,0,"1,13,918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49,99,940"
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,"2,51,167",0,0,0,0,"20,05,605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,04,771"
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,"2,51,167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,99,166"
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,"20,05,605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,05,605"
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"27,26,74,128","22,27,99,026","9,34,93,143","6,34,30,999","6,31,30,710","4,37,01,753","2,03,02,314","2,41,56,153","1,53,45,645","1,36,50,555","97,74,056","1,07,84,481","1,42,92,862","75,74,181","80,01,478","49,52,963","70,11,489","71,54,421","42,16,464","39,42,278","35,68,087","33,39,610","72,32,160","80,90,894","33,44,405","28,14,194","49,19,931","21,36,237","35,78,933","32,03,069",3239788,"20,27,838","16,31,398","13,68,873","7,71,420","22,15,263","14,42,509","7,10,577","6,14,606","7,83,835","9,41,619","5,19,172","4,99,071","4,23,040","2,44,310","17,45,203","3,86,631","10,06,423","3,30,685","10,43,970","4,32,923","11,47,902","1,17,452","2,30,782","29,64,331","3,38,955",86,"36,38,316",105,"37,990",837,"94,472","40,848","19,515","10,93,172","61,610",0,573,7,3,"1,298",23,"98,47,84,050"
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,22,42,126","26,11,178","10,53,422","2,75,318",0,24,0,"2,82,620","28,400",0,0,"18,32,219",0,"1,83,222","1,92,748",0,0,0,0,0,0,0,"25,88,855","63,751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,13,64,419"
4.2. Depósitos de entidades de crédito ..........................................................................................................,"4,05,84,311","3,19,98,255","2,02,76,688","48,76,081","92,57,660","62,39,127","12,32,537","87,63,363","17,46,297","55,86,109","13,34,625","9,68,394","58,06,210","1,41,828","9,07,362",0,"94,633","29,26,144","7,36,640","8,799","9,42,089","6,84,785","18,86,290","49,65,489","11,78,373","87,544","27,51,792","1,00,317","17,71,096","14,94,701",1646916,"4,13,120","2,67,303","2,04,338","3,491","15,96,014","7,24,847","1,42,522",417,"22,564","39,164",29,"6,227","2,174","5,897","13,83,850",267,"6,75,292","11,515","7,35,264","1,87,329","7,23,471",0,"13,182","29,64,225","82,097",0,"36,15,260",0,"32,974",762,"1,308",585,0,"10,82,649","39,369",0,0,0,0,"1,298",0,"17,59,73,259"
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"2,23,272",0,0,0,"2,10,689","10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,54,215"
4.4. Depósitos de la clientela ......................................................................................................................................................................,"16,07,77,981","13,52,28,198","4,89,02,176","3,33,99,936","3,75,75,836","2,84,87,968","1,47,91,336","1,44,18,783","1,11,16,334","3,09,834","63,43,027","19,40,950","74,83,677","60,73,460","47,46,714",0,0,"39,53,018","33,94,589","39,03,200","23,27,253","24,36,540","1,65,435","30,06,074","20,10,061","20,89,073","20,42,319","18,58,751","17,59,370","15,59,479",1498973,"15,82,808","13,31,596","11,62,189","7,67,520","6,18,707","6,44,001","5,67,065","5,93,698","5,91,362","6,33,667","4,90,837","4,89,670","4,11,808","2,28,130","3,15,518","3,70,638","3,30,579","3,18,669","3,06,632","2,34,062","4,00,859",0,"2,12,132",51,"2,52,041",73,"3,894",0,"2,470",0,0,"37,002","19,496","4,089","8,186",0,540,0,0,0,0,"55,65,30,334"
4.5. Débitos representados por valores negociables ..........................................................................................................,"4,22,06,461","2,79,36,523","1,86,99,762","2,10,44,865","1,41,11,808","74,77,752","34,54,785",0,"18,21,511","70,57,648","20,30,443","59,95,419","1,36,603","10,91,956","16,33,651","39,32,703","68,86,560",0,"65,929",0,"2,75,212",0,"25,38,257",0,"1,28,961",0,0,0,0,0,0,0,"23,133",0,0,0,"59,574",0,"17,142",0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,86,27,358"
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,27,44,302","1,73,89,539","21,96,852","20,04,278","14,47,537","9,40,388","7,08,213","5,24,859","4,51,927","6,56,378",0,0,"2,56,691",0,"3,85,942","10,18,890","30,289",0,0,"14,112",0,"1,77,690","47,602","10,616",0,0,0,"1,62,149","31,594","27,530",81963,0,0,0,0,0,0,0,0,"1,50,000",0,0,0,0,0,"45,136","10,076",0,0,0,0,0,0,0,0,0,0,"6,067",0,0,0,0,0,0,"3,060",0,0,0,0,0,0,0,"4,15,23,680"
4.7. Otros pasivos financieros ......................................................................................................................................................................,"38,95,675","76,35,333","23,64,243","18,30,521","5,27,180","5,46,494","1,15,443","1,66,528","1,81,176","40,586","65,961","47,499","6,09,681","83,715","1,35,061","1,370",7,"2,75,259","19,306","16,167","23,533","40,595","5,721","34,710","27,010","6,37,577","1,25,820","15,020","16,873","1,21,359",11936,"31,910","9,366","2,346",409,542,"14,087",990,"3,349","19,909","2,68,788","28,306","3,174","9,058","10,283",699,"4,950",552,501,"2,074",996,"23,572","1,17,452","5,468",55,"4,817",13,"13,095",105,"2,546",75,"93,164","3,261",19,"3,374","14,055",0,33,7,3,0,23,"2,03,10,785"
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. DERIVADOS DE COBERTURA ..........................................................................................................,"20,88,243","14,49,392","6,61,754","3,19,018","3,23,795","2,525","69,073","62,693","34,383","69,003","6,169","3,00,815","51,622","41,882","75,352",0,0,46,"3,698","5,725","2,865","29,588","7,49,152",0,963,0,0,0,838,0,0,"3,396",506,0,0,4,0,"4,046",0,0,0,0,0,0,0,0,0,4,0,623,0,0,0,0,"7,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,64,395"
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786"
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786"
14. PROVISIONES .............................................................................................................................................................................,"66,89,797","83,69,559","26,93,027","4,71,982","2,61,821","1,64,207","1,75,728","1,46,789","40,422","66,430","41,927","28,626","67,723","57,822","91,217",0,138,"10,245","23,088","2,601","15,999","3,629","2,051",604,"21,635",319,"19,884",57,"49,429","55,142",19799,"2,588","16,774",627,"1,189","1,437","3,414",346,458,"4,071",286,"2,986",918,304,164,12,484,71,14,753,"2,048","1,443","1,644","2,048","1,095",917,232,"11,325",45,"2,721","4,350",0,71,0,0,29,135,59,32,695,0,0,"1,96,57,482"
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"52,97,067","76,04,937","24,02,685","2,75,524","1,34,848","1,380","1,14,227","1,10,733","9,435","61,529","22,121","26,024","24,773","3,819","24,513",0,138,"3,288","13,964",278,"8,856",0,0,0,"10,749",41,"6,576",0,"32,151","54,473",9857,0,"13,898",20,68,8,0,0,0,0,0,818,0,0,0,0,0,5,0,651,"1,125",0,0,0,0,0,114,"7,322",0,0,"4,350",0,0,0,0,0,48,59,0,326,0,0,"1,62,82,798"
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","26,505",0,"14,647",0,0,0,"3,849",0,"13,627",0,0,0,0,0,"2,645",0,715,0,0,0,7,0,0,57,"11,380",0,0,0,238,0,0,25,0,0,0,0,0,0,206,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,"77,642"
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"4,51,625","3,77,408","1,12,220","88,027","99,333","32,770","18,340","16,824","30,987","1,076","14,725",136,"20,352","8,788","12,747",0,0,292,"6,479",41,"6,428","3,629","2,041",604,"7,482",275,"1,933",0,"5,027",453,2810,"2,588",796,0,1,"1,404","1,252",346,458,158,122,300,641,0,164,10,484,1,14,102,415,730,40,"1,086",0,0,64,"1,489",45,"1,541",0,0,71,0,0,29,1,0,0,33,0,0,"13,37,237"
14.4. Otras provisiones ......................................................................................................................................................................,"9,41,105","3,87,214","1,78,122","1,05,601","1,135","1,30,057","28,514","19,232",0,"3,825","1,232","2,466","8,971","45,215","53,957",0,0,"6,665",0,"2,282",0,0,10,0,"3,397",3,"11,375",0,871,216,7132,0,"1,842",607,"1,120",0,"2,162",0,0,"3,913",164,"1,868",71,304,0,2,0,0,0,0,508,713,"1,604",962,"1,095",917,54,"2,514",0,334,0,0,0,0,0,0,86,0,32,336,0,0,"19,59,805"
15. PASIVOS FISCALES ..................................................................................................................................................................,"9,98,307","1,67,477","13,578","3,94,741","1,36,611","98,468","1,25,423","46,412","67,914","1,12,951","43,781","3,956","20,227","24,919","46,799",0,154,342,"18,756",0,"14,867","4,178","9,110","1,960","21,028","6,325",346,"1,528",249,"22,310",4806,"22,040","7,335",308,"9,569","4,380","1,833","4,801","7,265",174,0,155,925,"1,617",1,"1,168",770,"1,922",458,"3,624","29,606",0,"15,743",944,"2,624",683,"35,337","7,723","8,036",0,0,"9,406",108,172,"1,095",0,112,9,0,90,0,0,"25,87,556"
15.1. Corrientes ...........................................................................................................................................................................,0,0,0,"3,23,401","1,09,734","37,991","6,863","35,381","28,832",0,"43,494","3,956","13,915","4,650","12,362",0,154,342,"18,708",0,"14,687","2,135","2,246","1,489","20,994","4,990",0,585,0,"10,427",4009,"2,629","7,295",0,"9,569","4,380","1,833","4,801","1,750",13,0,55,527,"1,605",0,"1,115",0,"1,922",435,"3,624","8,732",0,"14,563",0,277,113,0,"6,010",0,0,0,"9,406",108,172,"1,095",0,112,9,0,90,0,0,"7,83,585"
15.2. Diferidos ............................................................................................................................................................................,"9,98,307","1,67,477","13,578","71,340","26,877","60,477","1,18,560","11,031","39,082","1,12,951",287,0,"6,312","20,269","34,437",0,0,0,48,0,180,"2,043","6,864",471,34,"1,335",346,943,249,"11,883",797,"19,411",40,308,0,0,0,0,"5,515",161,0,100,398,12,1,53,770,0,23,0,"20,874",0,"1,180",944,"2,347",570,"35,337","1,713","8,036",0,0,0,0,0,0,0,0,0,0,0,0,0,"18,03,971"
16. PERIODIFICACIONES ..................................................................................................................................................................,"6,69,929","9,08,318","3,27,526","1,90,270","1,59,967","83,352","1,01,357","1,52,065","47,449","18,340","26,868","1,361","59,362","27,929","39,564",52,96,"25,234","12,926","6,514","11,920","10,556","6,270","8,103","10,591","4,608","21,770","8,866","7,767","31,861",28632,"4,245","4,193","7,431","3,543","2,122","3,002","3,323",805,"3,101",0,685,"5,565","2,557","3,838","1,897","1,726","2,515",10,"1,181","2,840","3,802","19,234","6,097",259,"1,259",251,"6,392",495,744,132,"33,826","1,720",6,"1,635",304,60,30,71,28,129,8,"31,40,484"
17. OTROS PASIVOS ........................................................................................................................................................................,"11,34,890","9,46,500","1,08,116","1,45,733","1,25,953","1,12,834","35,796","31,320","26,352","55,447","34,558","8,253","9,869","10,903","6,236",120,200,"1,08,600","14,783","8,843","11,741","1,979","6,575","10,341","10,992","1,909","1,84,118",714,"55,209","74,183",-4162,"6,046","5,578","7,193","6,097",991,"5,258","8,060","1,390",-145,"7,934",245,"1,361",372,"1,802","4,344","1,403",896,289,786,"7,958","2,807","3,806","3,245",130,78,522,"4,890",67,540,61,"4,756",225,91,201,400,125,19,191,58,45,1,"33,69,021"
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2. Resto ................................................................................................................................................................................,"11,34,890","9,46,500","1,08,116","1,45,733","1,25,953","1,12,834","35,796","31,320","26,352","55,447","34,558","8,253","9,869","10,903","6,236",120,200,"1,08,600","14,783","8,843","11,741","1,979","6,575","10,341","10,992","1,909","1,84,118",714,"55,209","74,183",-4162,"6,046","5,578","7,193","6,097",991,"5,258","8,060","1,390",-145,"7,934",245,"1,361",372,"1,802","4,344","1,403",896,289,786,"7,958","2,807","3,806","3,245",130,78,522,"4,890",67,540,61,"4,756",225,91,201,400,125,19,191,58,45,1,"33,69,021"
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,"5,09,776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,09,776"
TOTAL PASIVO,"29,82,09,116","26,11,54,622","10,05,06,751","6,56,12,714","6,46,67,016","4,61,50,647","2,34,15,342","2,46,40,072","1,55,65,011","1,40,22,150","99,29,132","1,11,58,364","1,49,02,913","77,40,078","83,96,357","53,63,759","74,55,804","73,01,812","42,92,123","39,65,961","36,26,343","33,97,222","81,23,964","84,50,095","34,12,994","29,62,457","52,31,256","21,47,402","36,92,425","33,86,587",3313719,"20,66,638","16,66,078","13,84,705","7,91,818","22,24,197","14,56,339","7,79,152","6,25,196","7,91,776","9,49,839","5,24,221","5,07,982","4,27,890","2,50,115","17,52,624","3,91,014","10,11,831","3,31,456","10,51,810","4,77,476","11,63,183","25,78,393","2,43,121","29,75,661","3,41,905","36,428","36,69,812","1,30,858","41,995","5,380","1,42,604","42,972","19,784","10,96,103","62,342",432,690,301,874,"1,472",32,"1,07,42,10,707"
PATRIMONIO NETO , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"16,92,723","1,33,445","-52,621","62,280","15,221","8,864","1,81,867","-13,004","38,257","17,157",53,-160,-833,"1,985","30,842",0,0,"16,696",52,"-3,019",267,"-5,697","13,416",884,70,"2,764","2,141",0,133,-577,-340,218,55,463,0,0,-414,1,"6,345",136,0,-544,643,27,-1,114,791,0,54,0,"41,598",0,0,"1,527",0,195,"73,394",0,"28,063",0,0,0,0,0,0,-42,0,0,0,0,0,0,"22,95,489"
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"17,72,622","1,20,075","-1,522","58,011","6,248","8,667","1,81,867","-13,426","38,257",339,53,-160,"10,101","1,913","30,804",0,0,"16,696",52,0,267,"-5,697","12,340",884,70,"2,764","2,141",0,133,-577,-340,242,55,463,0,0,-414,0,"6,345",136,0,-544,643,27,-1,114,791,0,54,0,"41,598",0,0,"1,527",0,195,"73,394",0,"28,063",0,0,0,0,0,0,-42,0,0,0,0,0,0,"23,95,228"
2.2. Pasivos finan. a valor razonable con cambios en el patrim. neto ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3. Coberturas de los flujos de efectivo ..........................................................................................................,"-87,992","13,370","-51,099","4,789","8,973",0,0,422,0,"16,818",0,0,"-10,934",0,38,0,0,0,0,"-3,019",0,0,"1,076",0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,07,582"
2.4. Coberturas de inversiones netas en negocios en el extranjero ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
