Var,0182,0049,0030,0081,0075,0128,0072,0038,0065,1004,0093,0019,0004,0129,0036,0224,0042,0061,0073,0082,0086,0097,0198,0130,0046,0112,0095,0131,0231,0057,0228,0122,0094,0024,0227,0223,0185,0142,0138,0186,0216,0078,0003,0222,0031,0125,0217,0229,0233,0063,0058,0211,0113,0225,0226,0059,0188,0232,0009,0099,0133,0220,0200,0184,0021,0205,0136,0132,0219,0011,0115,0121,0091,0083,
16.1. Fondo de comercio ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,"13,811",0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,"4,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,905"
16.2. Otro activo intangible ......................................................................................................................................................................,"51,169",474,"30,707","7,159","9,141",296,"6,053",0,"7,365",0,325,0,74,0,0,"1,146",0,819,0,50,"8,467",25,506,"1,108","4,483",105,25,"11,628",258,0,570,"5,045","1,438",26,0,26,0,123,455,149,0,0,0,0,2,121,130,25,6,0,558,0,0,112,0,607,30,"2,796",0,"1,545",48,146,"1,227",0,0,24,0,0,32,"1,052",0,0,0,0,"1,57,676"
17. ACTIVOS FISCALES ..................................................................................................................................................................,"36,42,316","29,75,824","6,05,774","8,00,677","5,68,460","3,31,824","2,20,139",0,"3,49,122","2,10,642","93,171","1,18,327","1,20,638",192,"2,953","33,233","22,710","70,772",41,"57,224","5,558","42,348","3,216","20,731","28,033","63,209","27,339","29,258","49,422","14,344","1,652","61,072","2,228","33,117","33,649","1,217","5,526",446,"3,530","4,687","20,426","3,163",567,632,"2,045","2,073","4,200","6,847",838,"1,370","1,291","6,257",762,"4,010",34,508,121,505,"24,479",920,"2,318","2,620",488,293,85,"3,100",854,127,73,"2,086",0,175,114,0,"1,07,48,002"
17.1. Corrientes ..................................................................................................................................................................,"2,89,523","37,737","7,987","68,968","1,79,777","71,342","58,191",0,"9,718","14,237","31,027","25,542","43,295",107,174,"8,264","1,129","7,250",4,"21,907",40,"17,143","2,449","1,683","5,482","3,688","13,268","7,380","3,389","13,784","1,652","20,889","1,554","7,573",321,"1,177","1,189",409,"1,260",250,"7,278","1,094",567,59,766,0,505,"3,367",838,530,45,"2,864",729,"3,934",25,469,121,505,"8,404",920,"1,103",919,421,269,85,"1,121",313,115,73,"2,086",0,52,17,0,"10,20,353"
17.2. Diferidos ..................................................................................................................................................................,"33,52,793","29,38,087","5,97,787","7,31,709","3,88,683","2,60,482","1,61,948",0,"3,39,404","1,96,405","62,144","92,784","77,343",85,"2,779","24,969","21,581","63,522",37,"35,317","5,518","25,205",767,"19,048","22,551","59,521","14,071","21,877","46,033",560,0,"40,183",673,"25,544","33,328",40,"4,337",37,"2,270","4,437","13,148","2,069",0,573,"1,279","2,073","3,695","3,480",0,840,"1,246","3,393",33,76,9,39,0,0,"16,075",0,"1,215","1,700",67,24,0,"1,979",541,12,0,0,0,123,98,0,"97,27,646"
18. PERIODIFICACIONES ..................................................................................................................................................................,"3,82,009","9,27,725","1,03,473","75,166","23,445","23,198","45,179",139,"10,657",55,"7,687","26,272","6,834",103,"9,374","13,865","4,696","5,075","1,783","3,527","41,482","2,345","1,078","2,410","1,153","5,578","1,686","8,729","77,867","4,797","2,397","13,361","1,992","1,227",585,"38,588","3,952","3,303","3,159",321,14,603,24,33,24,265,472,146,"4,904",0,"3,577",56,5,173,"9,157",576,7,"5,735",970,"1,292",84,"4,138","1,286",183,1,177,43,0,20,"12,047",0,6,0,2,"19,32,292"
19. OTROS ACTIVOS ..................................................................................................................................................................,"16,03,810","10,21,664","71,476","53,426","26,034","13,039","21,262",0,"10,308",335,"18,086",722,"13,872",2,"2,92,653","7,997","16,669","1,657","1,272","6,770","4,270","4,145","49,448","12,772","1,437",83,"3,056",732,32,0,461,"12,199","1,495","2,690","1,276",350,248,935,"2,331",0,"3,226",0,0,7,0,0,15,318,"2,068",19,0,1,3,"5,345",0,"1,913",2,"1,167",865,3,4,12,0,0,0,82,0,3,203,13,0,3,0,0,"32,94,286"
TOTAL ACTIVO ,"26,31,41,049","26,97,56,689","8,08,59,775","4,76,05,180","5,77,53,305","3,88,87,569","1,92,64,749","84,59,221","1,68,34,141","1,25,55,129","1,14,10,580","1,31,50,251","92,93,770","68,93,419","90,17,312","1,52,65,331","69,38,517","64,61,510","35,00,706","40,50,229","38,96,763","34,50,258","63,71,558","25,64,498","26,34,075","36,67,921","30,34,865","23,98,775","63,76,675","9,69,103","9,09,634","30,80,579","25,87,717","16,75,715","12,63,581","15,52,494","8,82,468","5,90,568","13,91,953","5,47,838","23,31,198","5,41,077","3,88,482","4,64,732","3,13,033","7,64,593","12,79,013","8,79,073","3,43,063","21,34,241","2,38,544","5,49,628","1,85,907","22,46,489","7,57,387","4,41,860","1,50,759","5,16,872","29,85,602","1,26,453","9,13,673","3,12,666","68,812","75,429","42,157","8,95,498","1,14,156","32,810","69,016","1,23,719","19,691","16,556","12,578","9,100","97,12,89,337"
PASIVO Y PATRIMONIO NETO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
PASIVO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1. CARTERA DE NEGOCIACIÓN ......................................................................................................................................................................,"1,32,04,291","1,57,71,127","17,01,998","72,260","6,51,707","24,27,472","9,188","2,10,510","5,783","22,461",992,"2,60,043","2,681","2,83,885",592,"4,303",265,66,0,"2,889","55,932","2,332","3,33,127",49,"2,066","19,266",617,"21,84,193",0,0,0,"26,37,257","6,797",247,114,0,32,96,0,"1,473",0,94,0,0,0,0,0,0,0,0,79,352,0,0,"8,553",672,"1,04,090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,99,89,951"
1.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,25,666",0,0,0,0,"8,16,474",0,0,0,"16,17,686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,59,826"
1.2. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,67,719",0,0,0,"10,19,554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,04,090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,91,363"
1.4. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5. Derivados de negociación ......................................................................................................................................................................,"1,16,29,205","1,13,99,752","15,16,070","72,260","5,35,677","2,41,872","9,188","2,10,510","5,783","22,461",992,"2,60,043","2,681","2,83,885",592,"4,303",265,66,0,"2,889","55,932","2,332","1,07,461",49,"2,066","8,115",617,0,0,0,0,17,"6,797",247,114,0,32,96,0,245,0,94,0,0,0,0,0,0,0,0,79,352,0,0,"8,553",672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,63,92,364"
1.6. Posiciones cortas de valores ..........................................................................................................,"15,75,086","43,71,375","1,85,928",0,"1,16,030","21,85,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,151",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84,46,398"
2. OTROS PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PÉR.Y GAN. ..........................................................................................................,0,0,0,0,0,0,"10,10,522",0,0,0,0,"2,03,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,32,432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,05,261",0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,"8,55,445",0,0,0,0,0,0,0,0,"30,07,006"
2.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,51,911",0,0,0,0,0,0,0,0,"8,64,059"
2.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,"61,229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,20,284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,05,261",0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,"3,534",0,0,0,0,0,0,0,0,"9,90,602"
2.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,"10,10,522",0,0,0,0,"1,41,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,52,346"
3. PASIVOS FINANC. A VALOR RAZONABLE CON CAMBIOS EN PATRIM. NETO ..........................................................................................................,0,0,0,0,0,0,"7,50,541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,50,541"
3.1. Depósitos de entidades de crédito ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3. Débitos representados por valores negociables ..........................................................................................................,0,0,0,0,0,0,"7,50,541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,50,541"
4. PASIVOS FINANCIEROS A COSTE AMORTIZADO ..........................................................................................................,"22,73,14,266","21,47,57,766","7,28,44,642","4,34,75,071","5,28,39,129","3,47,07,883","1,60,61,738","81,49,486","1,56,62,906","1,15,51,383","1,04,79,685","1,17,89,922","82,62,523","65,40,697","84,19,242","1,22,79,547","62,57,782","57,62,936","34,43,133","35,36,338","35,86,876","30,38,405","58,48,439","23,67,846","24,69,196","33,17,415","27,93,085","94,071","59,07,514","8,71,826","29,114","72,731","25,08,270","14,58,097","11,18,476","12,45,822","8,30,181","5,21,726","12,87,145","4,82,220","21,33,482","4,78,915","3,35,112","39,327","2,87,084","7,30,918","12,35,678","8,28,365","2,04,858","18,89,708","1,67,640","4,44,031",67,"19,83,519","7,01,290","3,95,713",11,"4,06,009","28,00,513","97,037","8,37,947","2,80,742","44,265","3,386","17,485","3,774","98,801",0,"45,148","69,342",6,6,701,19,"83,05,45,429"
4.1. Depósitos de bancos centrales ..........................................................................................................,"1,56,76,994","61,29,089","6,29,227","4,29,554","8,97,260","9,90,368",0,0,"5,21,241","18,44,199","58,020",0,0,0,0,0,0,"3,24,468",0,0,0,0,0,0,0,0,0,0,"24,25,682",0,0,0,0,0,0,0,0,"50,017",0,0,0,0,0,0,0,0,0,0,0,0,0,"16,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,99,92,425"
4.2. Depósitos de entidades de crédito ..........................................................................................................,"4,71,92,030","5,05,82,303","2,05,11,226","42,74,404","1,08,58,911","64,12,559","11,44,177",0,"65,60,626","12,73,449","21,40,314","53,96,425","19,48,836","93,254","23,94,407","64,37,479","10,80,532","1,23,720","2,161","10,46,254","11,97,769","10,87,094","40,66,505","6,85,989","5,27,784","19,24,886","13,39,165",0,"14,93,001",294,0,0,"8,19,477","3,76,998","1,12,221","25,300","1,14,854","3,809","6,11,893",526,"17,96,448",948,"11,516","27,954",104,"4,53,533","9,86,614","6,07,975","67,781","18,88,929","15,208","2,10,852",0,"18,94,617","4,79,769","4,221",0,"85,857","27,79,712","2,336","8,35,961","87,450","1,095",288,0,0,"94,584",0,"10,355","1,119",0,0,665,0,"19,62,06,523"
4.3. Operac. del mercado monet. través de entid. de contrapartida ..........................................................................................................,"2,23,290",0,0,0,"11,031","10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,68,261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,12,582"
4.4. Depósitos de la clientela ......................................................................................................................................................................,"11,31,12,969","11,45,42,609","3,33,68,259","2,62,42,786","3,26,80,791","2,00,58,666","1,12,05,276",0,"79,55,887","23,37,134","77,41,185","60,41,494","46,89,251",0,"34,33,452","6,16,727","40,07,809","45,22,418","34,13,272","24,26,667","23,29,941","18,38,508","14,61,971","16,37,500","18,64,525","12,90,193","13,62,304",0,"39,052","8,61,160",0,0,"13,81,097","10,65,977","9,96,229","10,65,819","7,14,306","4,66,050","6,32,334","4,62,857","3,36,799","4,24,226","3,23,565","10,890","2,77,314","2,75,023","2,17,910","2,19,692","1,35,937",51,"1,48,424","2,16,363",55,0,"2,18,118","3,82,259",0,"1,51,102","1,913","86,303",0,"1,90,426","39,862","3,040","17,430",0,"3,741",0,"9,010",0,0,0,0,0,"42,15,55,928"
4.5. Débitos representados por valores negociables ..........................................................................................................,"3,40,29,079","2,43,31,693","1,44,95,065","1,02,05,116","65,93,867","60,02,343","28,95,956","71,35,015","3,964","60,58,318","1,20,803",0,"15,58,705","64,47,441","24,87,309","50,00,179","8,04,034","7,22,860",0,"39,043",0,"93,633",0,0,0,0,"52,690",0,"19,03,059",0,0,0,0,"5,060",0,0,0,0,"27,863",0,0,"50,574",0,0,"2,970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,10,66,639"
4.6. Pasivos subordinados ......................................................................................................................................................................,"1,21,94,508","1,38,76,575","22,32,937","13,20,296","13,29,954","7,30,134","7,13,323","10,13,385","4,88,029",0,"2,81,117","1,56,946",0,0,0,"1,56,146","2,57,882",0,"14,375",0,0,0,"22,630","31,569","36,393","73,760",0,"81,469","46,707",0,0,"27,399",0,0,0,"1,36,286",0,0,0,0,0,0,0,0,"4,039",0,"30,251",0,0,0,0,0,0,0,0,0,0,0,"6,065",0,0,0,0,0,0,"3,014",0,0,0,0,0,0,0,0,"3,52,65,189"
4.7. Otros pasivos financieros ......................................................................................................................................................................,"48,85,396","52,95,497","16,07,928","10,02,915","4,67,315","5,03,813","1,03,006","1,086","1,33,159","38,283","1,38,246","1,95,056","65,731",2,"1,04,074","69,016","1,07,525","69,470","13,324","24,374","59,167","19,170","29,072","12,788","40,494","28,576","38,926","12,602",13,"10,372","29,114","45,332","3,07,696","10,062","10,026","18,417","1,021","1,850","15,055","18,837",235,"3,166",31,483,"2,657","2,362",903,698,"1,140",728,"4,008",510,12,"88,901","3,403","9,233",11,"1,69,050","12,823","8,398","1,986","2,866","3,308",58,55,760,476,0,"25,783","68,223",6,6,36,19,"1,59,46,140"
10. AJUSTES A PASIVOS FINANCIEROS POR MACRO-COBERTURAS ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. DERIVADOS DE COBERTURA ..........................................................................................................,"13,17,285","5,50,362","2,54,107","49,794","2,88,847","44,309","1,26,489",0,"19,919","4,60,683","66,458","59,965","5,037",0,444,"24,248","1,20,099","12,170",213,459,0,"1,604",0,0,0,"6,635",136,0,"1,75,252",0,0,0,0,32,766,0,"3,959",0,0,0,194,0,0,0,0,0,0,194,"2,954",0,0,0,0,0,0,0,0,0,"7,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,00,094"
12. PASIVOS ASOCIADOS CON ACTIVOS NO CORRIENTES EN VENTA ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.1. Depósitos de la clientela ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2. Resto de pasivos ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14. PROVISIONES .............................................................................................................................................................................,"61,58,935","80,09,553","25,90,446","4,59,843","2,86,837","1,59,073","1,82,812",0,"1,47,348","30,336","31,287","66,136","57,343",376,"18,563","12,80,090","80,144","57,508","2,675","27,524","22,105","16,673",194,"29,278","1,904","77,883","24,264","15,120","1,515","1,074",66,"64,038",369,"24,394",190,57,459,"1,128","3,523","2,036","2,030",217,10,353,251,516,15,163,128,"1,484","1,830","1,815",246,"3,106",538,"2,313",17,28,"9,285",158,"4,634",823,102,"22,068",0,0,"4,407",103,33,0,33,"1,137",0,0,"1,99,90,942"
14.1. Fondos para pensiones y obligaciones similares ..........................................................................................................,"48,28,329","72,44,769","21,59,373","2,88,417","1,81,353",0,"1,21,563",0,"1,13,516","28,715","9,162","26,965","26,604",112,"2,804","66,443","33,025","2,153",225,"16,781","6,483","10,958",0,"17,711",0,"54,638","13,129","8,232",0,55,0,"59,337",78,"17,067",8,0,0,0,0,877,1,0,0,15,0,516,0,1,0,0,0,"1,005",70,0,0,0,0,0,"5,624",0,"4,634",0,0,193,0,0,0,16,0,0,0,327,0,0,"1,53,51,284"
14.2. Provisiones para impuestos ..........................................................................................................,0,0,0,"2,830","21,533","1,20,352","16,077",0,0,0,0,"14,265","3,300",0,0,0,0,0,0,"1,952",0,387,0,"7,016",0,0,0,0,0,0,0,36,0,90,0,57,0,440,0,0,65,0,0,0,0,0,0,11,0,0,0,0,0,"1,073",0,0,0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,"1,90,272"
14.3. Provisiones para riesgos y compromisos contingentes ..........................................................................................................,"3,68,104","2,46,544","96,431","82,294","80,900","23,725","16,414",0,"16,633",86,"22,125","16,192","13,837",0,447,0,"10,070","7,157",58,"6,124","1,226","5,328",194,"3,053","1,904","5,405","6,737","1,819","1,487",0,0,26,189,895,0,0,459,617,"1,159",86,"1,964",217,10,5,251,0,15,1,128,0,"1,121",302,153,40,295,52,0,28,425,158,0,0,102,30,0,0,"1,569",1,33,0,1,468,0,0,"10,45,094"
14.4. Otras provisiones ......................................................................................................................................................................,"9,62,502","5,18,239","3,34,642","86,302","3,051","14,996","28,758",0,"17,199","1,535",0,"8,714","13,602",264,"15,312","12,13,647","37,049","48,199","2,392","2,667","14,396",0,0,"1,498",0,"17,840","4,398","5,069",28,"1,019",66,"4,639",102,"6,342",182,0,0,71,"2,364","1,073",0,0,0,333,0,0,0,150,0,"1,484",709,508,23,"1,993",243,"2,261",17,0,"3,236",0,0,823,0,"21,845",0,0,"2,050",86,0,0,32,342,0,0,"34,04,292"
15. PASIVOS FISCALES ..................................................................................................................................................................,"12,37,853","1,82,729","31,717","2,06,514","2,05,473","1,32,080","55,424",0,"41,520","1,75,384","41,740","37,067","60,009",0,0,"1,524","41,602","24,146",0,"26,457",404,"20,553","1,153",503,"6,547","11,301","11,646","3,679","54,379",47,5,"1,736","2,086","11,119",772,"2,598","4,667",727,"2,738",270,"7,029","6,942",0,"5,767","1,728",0,986,"3,483","1,033",0,575,"10,745",1,"12,090",0,"2,713",0,0,"3,524",7,0,"1,146",0,"1,887",0,"1,684",0,0,89,0,0,4,0,0,"26,99,602"
15.1. Corrientes ...........................................................................................................................................................................,0,0,0,"1,34,880","1,85,976",0,"9,411",0,0,0,0,"18,836","58,985",0,0,0,"14,278",0,0,"26,155",0,"19,987",215,0,0,0,"11,457","3,679","4,337",0,0,"1,736","2,086","10,989",0,0,"1,486",307,"2,015",0,"7,029","1,690",0,"2,421",952,0,986,"3,468","1,033",0,0,"3,092",0,"12,090",0,0,0,0,0,0,0,0,0,"1,887",0,"1,684",0,0,89,0,0,0,0,0,"5,43,236"
15.2. Diferidos ............................................................................................................................................................................,"12,37,853","1,82,729","31,717","71,634","19,497","1,32,080","46,013",0,"41,520","1,75,384","41,740","18,232","1,024",0,0,"1,524","27,324","24,146",0,302,404,566,938,503,"6,547","11,301",189,0,"50,042",47,5,0,0,130,772,"2,598","3,181",420,723,270,0,"5,252",0,"3,346",776,0,0,15,0,0,575,"7,653",1,0,0,"2,713",0,0,"3,524",7,0,"1,146",0,0,0,0,0,0,0,0,0,4,0,0,"21,56,367"
16. PERIODIFICACIONES ..................................................................................................................................................................,"10,90,331","13,03,435","2,47,164","1,70,068","1,91,918","80,089","1,17,894",808,"1,19,111","24,217","89,903","76,669","35,009",156,"85,255","15,057","32,225","42,219","12,724","15,059","48,814","14,516","7,964","8,404","11,012","16,923","12,766","19,708","1,18,303","22,161","2,628","30,015","2,911","5,851","15,237","43,187","1,268","4,214",0,659,"1,879",674,842,"1,944",584,"3,492","1,578","1,818","3,071",67,"6,485","2,806",222,"15,804","10,496","1,868",202,0,"23,563","3,394",214,"1,408","2,660",192,204,"1,979",936,182,263,"17,505",91,79,552,7,"42,42,913"
17. OTROS PASIVOS ........................................................................................................................................................................,"13,55,024","22,74,684","4,47,141","3,40,252","6,10,505","1,85,729","1,00,886",430,"38,360","41,484","77,252","38,317","1,22,592",306,"4,12,146","3,01,640","34,876","36,142","7,444","51,816","34,792","41,037","13,873","3,705","6,792","4,476","28,940",-111,"11,142","40,126","2,561","13,044","4,699","25,530","8,199",560,"2,817","-1,802","8,217",228,"14,247","3,395","1,518","5,949","2,717","1,611","4,064","7,562","4,915","1,578","3,255","5,094","3,419","28,703","-3,294",728,918,"-11,098","22,809","2,274","4,793",852,449,"4,456",357,"2,101",963,337,236,"7,586",118,148,"1,024",5,"68,49,640"
17.1. Fondo Obra social ......................................................................................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2. Resto ................................................................................................................................................................................,"13,55,024","22,74,684","4,47,141","3,40,252","6,10,505","1,85,729","1,00,886",430,"38,360","41,484","77,252","38,317","1,22,592",306,"4,12,146","3,01,640","34,876","36,142","7,444","51,816","34,792","41,037","13,873","3,705","6,792","4,476","28,940",-111,"11,142","40,126","2,561","13,044","4,699","25,530","8,199",560,"2,817","-1,802","8,217",228,"14,247","3,395","1,518","5,949","2,717","1,611","4,064","7,562","4,915","1,578","3,255","5,094","3,419","28,703","-3,294",728,918,"-11,098","22,809","2,274","4,793",852,449,"4,456",357,"2,101",963,337,236,"7,586",118,148,"1,024",5,"68,49,640"
18. CAPITAL CON NATURALEZA DE PASIVO FINANCIERO ..........................................................................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL PASIVO,"25,16,77,985","24,28,49,657","7,81,17,215","4,47,73,802","5,50,74,416","3,77,36,635","1,84,15,494","83,61,234","1,60,34,947","1,23,05,948","1,07,87,317","1,25,31,171","85,45,194","68,25,420","89,36,242","1,39,06,409","65,66,993","59,35,187","34,66,189","36,60,542","37,48,923","31,35,120","62,04,750","24,09,785","24,97,517","34,53,899","28,71,454","23,16,660","62,68,105","9,35,234","8,66,806","28,18,821","25,25,133","15,25,270","11,43,754","12,92,223","8,43,383","5,26,089","13,01,623","4,86,886","21,58,861","4,90,237","3,37,481","53,340","2,92,364","7,36,537","12,42,321","8,41,585","3,22,220","18,92,837","1,79,864","4,64,843","3,955","20,43,222","7,17,582","4,04,301","1,05,238","3,94,939","28,67,174","1,02,870","8,47,588","2,84,971","47,476","31,989","18,046","8,64,983","1,05,107",622,"45,769","94,434",248,"1,374","2,277",31,"91,16,76,118"
PATRIMONIO NETO , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2. AJUSTES POR VALORACIÓN ......................................................................................................................................................................,"18,89,367","-20,351","33,852","64,525","2,573","56,353","5,262",0,"5,329","2,894","36,620","30,218",101,0,140,-836,"15,997","1,510","1,254",102,-198,350,"1,659",488,"-4,723","-1,961",350,305,"13,771",0,9,"-2,955",799,73,387,0,-688,710,"1,472",-124,0,"4,139",0,"6,950",458,0,35,0,1,0,595,"10,712","1,238",0,0,"7,431","22,365",0,-200,13,0,576,8,0,0,0,0,0,0,0,0,0,0,0,"21,88,955"
2.1. Activos financieros disponibles para la venta ..........................................................................................................,"19,21,492","-25,709","17,495","65,412","2,573","56,264","5,221",0,"5,329","2,894","36,620","2,350",77,0,140,0,"15,997","1,450",0,102,-198,348,"1,659",488,"-4,723",631,349,305,"11,423",0,9,"-2,955",799,73,387,0,-20,710,"1,472",-124,0,"4,139",0,"6,950",458,0,35,0,0,0,595,"10,712","1,238",0,0,"7,431","22,365",0,0,13,0,576,8,0,0,0,0,0,0,0,0,0,0,0,"21,72,860"
